feature,effect,q,feature_set
Gene056,1.707775751481993,0.0003134333009322477,none
Gene057,-0.9907945400653354,0.0035129443842375836,none
Gene058,-0.22343213226100767,0.20037110859761972,none
Gene059,-1.308358624481971,0.0016464612013264875,none
Gene060,0.05794033988541476,0.35610274243849604,none
Gene061,-0.08795434549613855,0.4280168721153034,none
Gene062,0.1607057707607258,0.1819463215406727,none
Gene063,-1.1648756791097619,0.007540726151136797,none
Gene064,-2.5104547771353007,1.3432755848948939e-05,none
Gene065,-0.02616425091726302,0.12238251399652769,none
Gene066,0.2619361730644603,0.302063538891058,none
Gene067,2.0285849845846666,4.641439374655584e-05,none
Gene068,1.201533921007115,0.0024335633688541357,none
Gene069,-0.9244045619050487,0.014129141458293944,none
Gene070,-1.4575030467401688,0.002994210991533738,Regulators
Gene071,-0.5294499729319618,0.09135892892104895,none
Gene072,0.16566301571296427,0.44936398295500957,none
Gene073,0.9010713665545809,0.01014861010225316,none
Gene074,1.2669771827768264,0.004578658341146473,none
Gene075,0.048468499383749454,0.35443879302383785,none
Gene076,1.4949446594081688,0.0007199734939006455,none
Gene077,-0.08905549358667271,0.13288737301126957,none
Gene078,-0.18442950309799266,0.10593131256364949,none
Gene079,0.09095169049742696,0.19659680535536392,none
Gene080,1.0150155351302808,0.015535260699327197,none
Gene081,-1.1066201659393828,0.0020014395559729264,none
Gene082,1.2554108142617488,0.0014747732542776885,none
Gene083,0.8725069402477355,0.014355656954025747,none
Gene084,-0.18816992605582625,0.2958685341622483,none
Gene085,-1.0704952089606163,0.001962243712733338,none
Gene086,-0.3818313713531708,0.03801343496960669,none
Gene087,-0.35950378149906004,0.1308988571965291,none
Gene088,-0.48985549490634134,0.11113983486325325,none
Gene089,0.513701626278762,0.07803325612830765,none
Gene090,-0.6552118638291388,0.02348051195728331,none
Gene091,-0.42582616535966417,0.032168104362133874,none
Gene092,-2.520814081374808,4.8631610809498435e-05,none
Gene093,-0.3382738811499915,0.11572703091546055,none
Gene094,-0.5768453234688307,0.10420909115502995,none
Gene095,1.2577574075510152,0.0009110125550915059,none
Gene096,0.09310407302440153,0.25694820525641215,none
Gene097,-0.3625773528974836,0.027759472548807198,none
Gene098,0.038756323645526475,0.400996982298706,none
Gene099,-1.107007978655861,0.0032179140084333275,none
Gene100,-0.8399559342148283,0.01356363804697275,none
Gene101,-0.1980783175925751,0.14486612222235712,none
Gene102,-0.3991403568246375,0.03724229177622401,none
Gene103,-1.4018199036337626,0.0006812902999272865,none
Gene104,1.9975608268967888,4.911604821212759e-05,none
Gene105,0.6744429224973046,0.03261065756133039,Regulators
Gene106,0.1560487856674765,0.16565638637966926,none
Gene107,1.174091969209636,0.00805155821922686,none
Gene108,0.6895760075011896,0.010083329640928333,none
Gene109,-0.4230064720843244,0.024212600737553228,none
Gene110,0.6168173077176434,0.07943234548946178,none
Gene111,0.3179010873485579,0.03475086674794988,none
Gene112,-0.5462776739814036,0.027856631994098983,none
Gene113,-1.3697939276024405,0.0015637251449075451,none
Gene114,-1.2120623234341756,0.007303494518915796,none
Gene115,-1.191335639363358,0.002015265423885615,none
Gene116,-0.23202236761453185,0.09626552634355363,none
Gene117,0.7750652446654701,0.03230623998602198,none
Gene118,1.6067994740614768,0.0006914985002529977,none
Gene119,0.5468213171895555,0.027607294231134897,none
Gene120,-0.16737846289991623,0.15790981204043542,none
Gene121,-1.0979170098838005,0.0025793622870000023,none
Gene122,0.17518262173455706,0.1989585653064716,none
Gene123,-0.6788519740724998,0.045146012957469665,none
Gene124,1.8241838152171828,0.00011400973151775234,none
Gene125,-1.3087088780814915,0.0023419235162971436,none
Gene126,-0.2431092084616549,0.05555583252108362,none
Gene127,-0.4307994286614802,0.10046944670879536,none
Gene128,-0.3377339967285179,0.06724250193944115,none
Gene129,-0.09990807167961421,0.4761750038808605,none
Gene130,-0.00420059260171411,0.1275178012402067,none
Gene131,-0.18882153159558834,0.06379895588451166,none
Gene132,-0.4215378070212372,0.037123589423457816,none
Gene133,-0.506126191481474,0.10799118321892777,none
Gene134,-1.9750324729698583,4.4347270328973176e-05,none
Gene135,-0.0005757140243670805,0.4370593331705361,none
Gene136,0.6592244523922189,0.04293161225182861,none
Gene137,0.8721899453345013,0.008985247271645845,none
Gene138,0.18399150874560846,0.1987857850399172,none
Gene139,0.08819939038693142,0.5378721888603779,none
Gene140,-0.5722194510767017,0.057889612863002836,Regulators
Gene141,0.11968116136935869,0.31849850285929354,none
Gene142,-0.05336798452529301,0.35333889187033507,none
Gene143,0.6639740716128351,0.018260104919519557,none
Gene144,-0.500968567198189,0.01526194889761145,none
Gene145,-0.6642156889891371,0.05076294665194202,none
Gene146,-1.4176999946762878,0.0006272891719762828,none
Gene147,0.4788614436748378,0.058885225855945904,none
Gene148,0.07446759702433921,0.18414342963175975,none
Gene149,0.7431762666015874,0.0249377685536449,none
Gene150,-0.34974800526000993,0.036427020141841335,none
Gene151,-1.0333729244490855,0.0070635771406622585,none
Gene152,0.5163016719018205,0.04848493632882052,none
Gene153,-1.3921910660257757,0.002917268049750186,none
Gene154,0.6994475806208427,0.030463297933220727,none
Gene155,-0.6235445495314236,0.05631839169505983,none
Gene156,-0.4588846324571997,0.07955883149831261,none
Gene157,-0.46961239254997633,0.0287356650320594,none
Gene158,1.1931575680780826,0.0024964848565178625,none
Gene159,-1.2020994460176182,0.006621219146251991,none
Gene160,1.6749346801068632,0.0006175525532642773,none
Gene161,-0.6960016070612048,0.00679874716161495,none
Gene162,0.6662367059041149,0.05988812497674879,none
Gene163,0.17616153961523534,0.22684614058710148,none
Gene164,0.27148944375484824,0.04100460785674865,none
Gene165,2.0795457361906133,0.00015375083144556008,none
Gene166,-1.3314852412828404,0.0017678972170035146,none
Gene167,-0.021279847806173906,0.4797169218840415,none
Gene168,0.19202462602664036,0.0812369339939518,none
Gene169,-0.39825432460819704,0.034720531086145916,none
Gene170,-0.23579301924338777,0.28900757672511335,none
Gene171,-1.3733848055109028,0.003662977743144253,none
Gene172,-1.403815285410039,0.001066656429801426,none
Gene173,-0.6337165556491571,0.061611729283758486,none
Gene174,-2.055717787501632,0.00022158351961023377,none
Gene175,-0.6318961249408952,0.017119922601111413,Regulators
Gene176,0.25816312756530396,0.14922942987054716,none
Gene177,-1.9668688408659878,0.00022995450245312423,none
Gene178,0.7864718492899997,0.006306522730352153,none
Gene179,-0.7706138524380192,0.008578750671802448,none
Gene180,-0.5733418183840371,0.05338057603446171,none
Gene181,1.3961172020418233,0.0017706996940518832,none
Gene182,-0.36076168177740026,0.04728337667898321,none
Gene183,0.4364141354493265,0.03261836869539917,none
Gene184,1.425064457931938,0.00038340862924220463,none
Gene185,-1.1967339191930653,0.0018418924555793326,none
Gene186,0.43616100038540023,0.0193160348773515,none
Gene187,1.453679621972291,0.0005954783991499834,none
Gene188,0.7587831962231677,0.006234472489184662,none
Gene189,0.43952101967101437,0.09021865307995196,none
Gene190,-0.005266223395074876,0.4046506856516137,none
Gene191,1.3345853728909836,0.004064116651920721,none
Gene192,-1.5518764275957146,0.0018113471549203565,none
Gene193,-1.2832557409634515,0.0008459997100145231,none
Gene194,-0.451267988044276,0.05513380736538095,none
Gene195,-0.7347742588836678,0.005667429494068357,none
Gene196,1.1689550128854496,0.002943189595174377,none
Gene197,0.5794029605921215,0.0327145524702487,none
Gene198,0.1890028363756509,0.32141945152929086,none
Gene199,0.4944264143436241,0.13142400609974075,none
Gene200,-0.029748639063327708,0.32176851873786194,none
Gene201,1.432201477012549,0.0035639167838810307,none
Gene202,0.07025063500100669,0.4124978990231368,none
Gene203,1.5983628199253572,0.0012401555630372817,none
Gene204,-0.7768137098416505,0.006671096180628323,none
Gene205,-1.0455022071611078,0.007260907449457263,none
Gene206,0.3631070915383786,0.04969974112659371,none
Gene207,0.6785869617243784,0.01732194705261169,none
Gene208,0.36131047186389953,0.08508845609663078,none
Gene209,0.7376501501095194,0.03567614910653448,none
Gene210,0.022652265109907987,0.21137000320249696,Regulators
Gene211,0.73826130409108,0.01634382491627373,none
Gene212,-1.0793338801081247,0.0018604398641702145,none
Gene213,-0.5297106783255188,0.04439809945290674,none
Gene214,1.054737453593319,0.006764072411481487,none
Gene215,1.7743112021922274,0.0005279648657600294,none
Gene216,-0.7607509077046598,0.010073846165407756,none
Gene217,1.1897089585628886,0.0009587774864791291,none
Gene218,1.3946714432263323,0.0007618716261949531,none
Gene219,-0.3048749967019019,0.03187194582155502,none
Gene220,0.9962939269407544,0.007599701479126938,none
Gene221,-1.068788907080625,0.007718222340507297,none
Gene222,-0.0888610035418397,0.07937711025564378,none
Gene223,1.393228468075469,0.0027828220172749565,none
Gene224,2.5576203952987036,3.179490875180825e-05,none
Gene225,0.6937487486255834,0.009903925685399132,none
Gene226,-0.37112130746248867,0.046301751433910514,none
Gene227,-0.320944213671121,0.15810798257289485,none
Gene228,-0.1859574033804105,0.1302003461846499,none
Gene229,-1.4559114628162928,0.0023933198969447915,none
Gene230,0.6047180839813566,0.010998146948771766,none
Gene231,0.4374421614176545,0.05379050159340889,none
Gene232,0.8619990808832985,0.018147811636719476,none
Gene233,-1.8082527629999707,0.0007758668454003306,none
Gene234,-0.10543367528992048,0.45759126304038383,none
Gene235,0.7895898394484694,0.005609258791196455,none
Gene236,-2.0143063239321894,6.846454219911011e-05,none
Gene237,0.9400833454576489,0.002629789165587387,none
Gene238,-1.4186619025183012,0.0010305189201269196,none
Gene239,0.5629294458285806,0.02806105234510725,none
Gene240,0.8853672657800681,0.010742719436369137,none
Gene241,-1.1187307215151305,0.002365908874393379,none
Gene242,1.8901366100103716,0.00011297755461563059,none
Gene243,1.8806646476097484,6.4066090555714e-05,none
Gene244,0.538441717328388,0.024103955491196535,none
Gene245,0.200201726202045,0.1300319791248787,Regulators
Gene246,0.49418061393047596,0.0727140338714309,none
Gene247,-0.9906495241598596,0.008108332423178901,none
Gene248,0.11992154509831487,0.3512293365477888,none
Gene249,-0.9273145744008053,0.013151502704249932,none
Gene250,-0.3453084868483849,0.0453841344834186,none
Gene251,1.4274703551839452,0.0012350550961566782,none
Gene252,1.1055783643383434,0.0018451413651049985,none
Gene253,-0.3148189307974527,0.06294573072494258,none
Gene254,-0.5475952492662766,0.03749287056644405,none
Gene255,-0.04067615304342981,0.42808726007451814,none
Gene256,-0.7890212654010662,0.00721039839349162,none
Gene257,0.3042568294220144,0.03828819230507512,none
Gene258,-1.2387892953100594,0.005455814453761373,none
Gene259,-0.6551317960497771,0.01473660042140049,none
Gene260,-1.401211335620042,0.003581951344274683,none
Gene261,0.20578767834866188,0.16321852750584143,none
Gene262,0.0650148171416197,0.3506997014875923,none
Gene263,-0.27238246261157645,0.07851631769577165,none
Gene264,-0.9034813951110956,0.024221002931385408,none
Gene265,0.709015072540992,0.008160920852411265,none
Gene266,0.1566501658797959,0.11926830528728406,none
Gene267,0.13413232932298552,0.3321534870557051,none
Gene268,-0.023920598392059428,0.8047162668101284,none
Gene269,0.12198182639633755,0.23187291959364245,none
Gene270,-1.4346348492529633,0.0009085173324265967,none
Gene271,-0.1827678781748986,0.21713184903959187,none
Gene272,-0.9709504879361822,0.012602310170766583,none
Gene273,-0.6836187624851938,0.01751713066934664,none
Gene274,0.5966186282857346,0.07817934121630744,none
Gene275,0.38225503258869903,0.029755920717811413,none
Gene276,0.6387310099787147,0.04078908198775824,none
Gene277,1.689031527854292,0.0006801703222367332,none
Gene278,0.36259093751241944,0.028470559298239287,none
Gene279,-0.4748155651575979,0.12047411112178703,none
Gene280,-0.22521309983257295,0.2997155408789332,Regulators
Gene281,0.2386708469667082,0.07652416164442286,none
Gene282,1.942298343571201,0.00010080686520407471,none
Gene283,0.9666272857197017,0.006334470959695606,none
Gene284,0.18806619197448846,0.4427585886300092,none
Gene285,0.16023718501682901,0.07188412516017585,none
Gene286,-0.5333311563462759,0.0170828980054879,none
Gene287,-0.22892301964002115,0.22811739120198352,none
Gene288,0.4910843108905305,0.1251846221149084,none
Gene289,-1.243723726538075,0.0026532584034488233,none
Gene290,-0.5931123326896202,0.07146843112522419,none
Gene291,-0.0916909843450877,0.3968233577217592,none
Gene292,1.331634512929679,0.0020613448881850226,none
Gene293,0.8540731875868125,0.003616351235403012,none
Gene294,0.44359323617737617,0.03612059570579693,none
Gene295,1.6050085788086308,0.0002009127689417828,none
Gene296,-1.721620659852631,0.00023886651098485365,none
Gene297,0.5603409542471617,0.035328589200502275,none
Gene298,1.474004984940413,0.0018255099610270417,none
Gene299,1.0081654832918052,0.01635765509442883,none
Gene300,0.3950964255966555,0.03036793229676819,none
Gene301,-0.30065408794674503,0.09245005416502623,none
Gene302,0.025409576316290962,0.5196844170377237,none
Gene303,0.40478740178548533,0.04063446569605198,none
Gene304,0.4213392832488555,0.05639916261330606,none
Gene305,0.723517157940184,0.018944899235744637,none
Gene306,-0.30849325998119403,0.06258839813648295,none
Gene307,-1.8376633492710284,0.00011145035631540554,none
Gene308,0.72181201814123,0.05610782593606408,none
Gene309,1.933304279412933,0.00019210748583648954,none
Gene310,1.0685429625124572,0.0108654925956544,none
Gene311,0.3716157689012631,0.04223593041315876,none
Gene312,-0.19029681116724323,0.41939187636901926,none
Gene313,1.7914533095211849,0.000589907130348579,none
Gene314,0.41359431368632266,0.023704646728012303,none
Gene315,1.1785754706913256,0.005068468735669564,Regulators
Gene316,1.0205491029808327,0.011766801898675964,none
Gene317,-0.4481444942529326,0.02989477222491379,none
Gene318,0.20492011146984224,0.2871376844546034,none
Gene319,0.5743070455902117,0.027327125343027746,none
Gene320,-0.12616123475409644,0.5802116728100897,none
Gene321,0.5000662765237304,0.12165599147594153,none
Gene322,-0.15326582212721165,0.13421496217993367,none
Gene323,0.8291532140804365,0.018818028454031854,none
Gene324,-0.04123578145291155,0.378189140301565,none
Gene325,-1.5897441554354195,0.0017501860461486961,none
Gene326,0.7199419029292577,0.008774117984874387,none
Gene327,-0.12269461976385607,0.08443485940080539,none
Gene328,-1.6789543464943897,0.00018623694985248226,none
Gene329,0.03694863467284454,0.6219760194329635,none
Gene330,0.007292012255889018,0.4344458798037012,none
Gene331,-0.7779933700676386,0.04083357375376389,none
Gene332,-2.133938239902897,0.00020623413038346058,none
Gene333,-0.22345794858706333,0.06621483410441391,none
Gene334,-0.7522959048628368,0.010857908060417176,none
Gene335,-0.26865757553162983,0.10970003975647766,none
Gene336,-1.2038505333972584,0.002274065174604677,none
Gene337,-0.1148003850272506,0.47353669346776406,none
Gene338,0.5320819556780502,0.06337256272510033,none
Gene339,-1.401536633847612,0.00100241588318619,none
Gene340,0.8033153721275597,0.009323580348819013,none
Gene341,-1.3888116877334638,0.004106241213079274,none
Gene342,1.1780059393072508,0.0010907446816306179,none
Gene343,0.721312896198011,0.01667074140024595,none
Gene344,1.0249799017942862,0.0032324186107898526,none
Gene345,0.16092830180674808,0.06679539411082186,none
Gene346,-1.327182219502544,0.0005806073746833759,none
Gene347,0.5229000587169382,0.06582720891904464,none
Gene348,0.9037188891214925,0.022362774096581457,none
Gene349,0.4831073193523665,0.06196881485306369,none
Gene350,-0.6633013023676617,0.029581429954350293,Regulators
Gene351,-0.5369398160769729,0.020377166050289126,none
Gene352,-1.8720244468164904,0.00023611350255364028,none
Gene353,0.17360938957310723,0.07195016729626713,none
Gene354,-0.5027137528152081,0.08655593202471912,none
Gene355,1.1323103411455864,0.0036013614494639023,none
Gene356,0.853037059724713,0.015176099670296806,none
Gene357,0.3637755244297048,0.12856366415448375,none
Gene358,0.3463258718505059,0.24248579973904785,none
Gene359,0.04273291428312815,0.5404536295089709,none
Gene360,-0.3514360635776033,0.025967205313116155,none
Gene361,-3.1717869247686865,8.357202211836084e-07,none
Gene362,-0.2011769070253857,0.0862682981465634,none
Gene363,0.989488731655478,0.01885834902483469,none
Gene364,-2.380358372518925,3.817724928900217e-05,none
Gene365,1.2934478121919148,0.001941869231296518,none
Gene366,0.487875611661791,0.13296892342499794,none
Gene367,-0.17536592532206405,0.3600480059851581,none
Gene368,0.6006431756591181,0.015455350837905718,none
Gene369,3.773457120588134,3.5680126335356573e-07,none
Gene370,0.8957207819002233,0.026211834678036672,none
Gene371,0.6985560216207404,0.015146144535537096,none
Gene372,-0.5356815594527176,0.021933665032051474,none
Gene373,0.061710151682463577,0.15238889599784536,none
Gene374,2.1910673845255797,5.812127345280278e-05,none
Gene375,-0.7918226641523288,0.010154538573606943,none
Gene376,-0.13340338242983668,0.4383591365046457,none
Gene377,-0.9268394965724805,0.0036564919433389916,none
Gene378,-0.05843310359301611,0.1757297174027302,none
Gene379,0.0906830016340086,0.15028703673574437,none
Gene380,-1.0853696728166051,0.0018006464014825312,none
Gene381,0.6066076849316916,0.08950230914091756,none
Gene382,0.4084478040843451,0.13594494415850292,none
Gene383,0.8456117337479565,0.00957482886013744,none
Gene384,0.7359651107891253,0.049556139278831596,none
Gene385,-0.2760650730302104,0.0671577265028201,Regulators
Gene386,-0.8894399564240568,0.009465298849701941,none
Gene387,-0.17690638414836993,0.12732592576681454,none
Gene388,-0.40629445446735146,0.1618444291140279,none
Gene389,-1.3551740576174864,0.0005196500261760798,none
Gene390,-1.7516746474192173,0.0006877006161650989,none
Gene391,-0.48471979902472234,0.08627701344866971,none
Gene392,-0.7592123492904046,0.0077067279221105095,none
Gene393,0.7348954819472079,0.03361102298167412,none
Gene394,-1.17689609865953,0.0034371181335768977,none
Gene395,-0.011398000015308548,0.39048488992914704,none
Gene396,0.8304744218329708,0.020489046134115726,none
Gene397,0.28763453255863897,0.21481540075828393,none
Gene398,0.1493178546392523,0.12207151242965678,none
Gene399,-0.2004827562842216,0.2720613753217159,none
Gene400,-0.4637246545391783,0.0370690650637121,none
Gene401,0.1567678819903008,0.16368782151132855,none
Gene402,0.8998024750336029,0.010244141481932915,none
Gene403,-0.08704393786700314,0.17059566433935838,none
Gene404,0.6992330706895263,0.035296690961676834,none
Gene405,0.8123616515157394,0.035361422719217224,none
Gene406,0.06151543340679775,0.22666794940894475,none
Gene407,1.4671628301194972,0.002061980953326754,none
Gene408,-0.7093415540684139,0.010043976021462522,none
Gene409,-0.39374295752513316,0.1361714839992994,none
Gene410,0.035883106026852345,0.8385698448233002,none
Gene411,0.2877136795281103,0.032860065080248885,none
Gene412,-1.7956299729357228,0.0001422236407330492,none
Gene413,0.3377965803199374,0.09744900318607082,none
Gene414,-1.2902743146834108,0.0006886690503603849,none
Gene415,-2.469743943146849,2.0759008027852494e-05,none
Gene416,0.5380465813389029,0.08107926585209173,none
Gene417,-1.26197857989406,0.001817551311896022,none
Gene418,0.8733850672536589,0.004893419177116165,none
Gene419,-0.9939603703016752,0.003842035104614702,none
Gene420,0.21240368095855014,0.14195674357694038,Regulators
Gene421,0.015722363578643955,0.1827224270896016,none
Gene422,-0.8856625848645876,0.019395975938470134,none
Gene423,-0.5780149765717169,0.01088021716968499,none
Gene424,-0.8058633731598969,0.00663785278729676,none
Gene425,1.2408757043344714,0.005798732117861448,none
Gene426,-0.7117143266413645,0.009806305351208187,none
Gene427,0.17330702490905206,0.06065386197280025,none
Gene428,2.5042597702794382,9.034912383564545e-06,none
Gene429,0.3145173168630833,0.030753695697898376,none
Gene430,-0.3410773737617906,0.09170157801301218,none
Gene431,-0.6760393470953973,0.06936001513454325,none
Gene432,-0.7717469591976404,0.016929165787540053,none
Gene433,1.9330775523236188,0.00034757503234468393,none
Gene434,-0.059143876221002215,0.250104257249698,none
Gene435,-1.1459722498133458,0.0035904937045734674,none
Gene436,0.3579359304529874,0.0840680036621259,none
Gene437,-0.1208156087943524,0.40063889070966413,none
Gene438,1.3352810167665767,0.002475290140849932,none
Gene439,-0.06312774163624103,0.2939807136909337,none
Gene440,1.1897060745763608,0.005204751509280721,none
Gene441,-0.2512761246350013,0.2379915614368116,none
Gene442,0.9145995468909572,0.005414967231149792,none
Gene443,-0.20669902078066163,0.15087519888054804,none
Gene444,2.576712066544387,1.0277766645372269e-05,none
Gene445,0.38738219551094916,0.06359037716469165,none
Gene446,-1.3468817490050813,0.0037979693781663754,none
Gene447,0.840706323329808,0.029482521644865825,none
Gene448,-0.3838449047026853,0.09084818011563385,none
Gene449,0.4317660030679784,0.01883460319047927,none
Gene450,1.235697318990379,0.00471278196631156,none
Gene451,-0.26217795510290226,0.03627163948041983,none
Gene452,-0.02728799893303339,0.41014684232434995,none
Gene453,1.0566858944916344,0.003878496525503422,none
Gene454,0.1398193438756399,0.3024060964858807,none
Gene455,-0.8922214333802956,0.020840834749731463,Regulators
Gene456,-0.3647034370474726,0.0775962662190106,none
Gene457,0.8557667754289293,0.026966372483016216,none
Gene458,0.746796498191046,0.007375655501338861,none
Gene459,-0.6908548963044452,0.038122387086541254,none
Gene460,-0.5474903844956038,0.01266776479177399,none
Gene461,0.21112779804680565,0.3343093405528009,none
Gene462,0.2744218248150814,0.2534955599960408,none
Gene463,0.9819811844561414,0.0032083738627117775,none
Gene464,-0.4452986630034353,0.07545948981284084,none
Gene465,-0.31555305828667746,0.06604771687908677,none
Gene466,-0.35342235474381867,0.07620365941956955,none
Gene467,0.7803675677507119,0.023329017374961104,none
Gene468,0.4287996451902789,0.03394852736618733,none
Gene469,0.5895024043414111,0.05193497076923896,none
Gene470,1.4712627108553562,0.001291867941016076,none
Gene471,0.1111232873530445,0.07609487446707779,none
Gene472,0.6353101588356845,0.07433476476568825,none
Gene473,-0.1340669452452806,0.14274935091119695,none
Gene474,-1.3918464935171233,0.001150798383291623,none
Gene475,-0.5214769867275867,0.014486263717545658,none
Gene476,-0.6948766000372377,0.013004861895117657,none
Gene477,-0.1963015593159388,0.08373313233424083,none
Gene478,0.3532475495103657,0.08302086543454547,none
Gene479,-1.7513673014410183,0.0005551013817579458,none
Gene480,-0.15569431398648478,0.14799722978973298,none
Gene481,-1.4719815915341359,0.0031142298485831005,none
Gene482,1.2931518785061338,0.0013248061417228622,none
Gene483,-0.2417416708097672,0.23907404557064746,none
Gene484,0.8259057964896236,0.02006369544169038,none
Gene485,1.5019603275413629,0.0021625642714927684,none
Gene486,1.8517472225162537,0.00016303871623080397,none
Gene487,0.5269134554579769,0.022014290163835062,none
Gene488,-0.04444336133593486,0.6751122277474411,none
Gene489,2.149881130833363,3.97418697398276e-05,none
Gene490,-0.571930594454781,0.018155558818795117,Regulators
Gene491,0.5427152903776629,0.016842401950663752,none
Gene492,0.10867437779450222,0.6531118251291769,none
Gene493,-0.26764308425678585,0.08644389919516388,none
Gene494,-0.48833059510958354,0.04262887945457925,none
Gene495,-0.4098073809969854,0.16265934926849304,none
Gene496,0.7116755154006267,0.029420492783297215,none
Gene497,-0.5082823352475618,0.09899955384555348,none
Gene498,0.04828232851306799,0.09030781891676674,none
Gene499,0.7007531925348749,0.03930047805144505,none
