id,x,y,value,section,vertices
s2_18,216,24,4.862384216668875,section1,"[[221.5, 24.0], [218.75, 28.76313972081441], [213.25, 28.763139720814415], [210.5, 24.0], [213.25, 19.23686027918559], [218.75, 19.236860279185585]]"
s2_19,228,24,4.702878160953801,section1,"[[233.5, 24.0], [230.75, 28.76313972081441], [225.25, 28.763139720814415], [222.5, 24.0], [225.25, 19.23686027918559], [230.75, 19.236860279185585]]"
s2_20,240,24,4.519359600168304,section1,"[[245.5, 24.0], [242.75, 28.76313972081441], [237.25, 28.763139720814415], [234.5, 24.0], [237.25, 19.23686027918559], [242.75, 19.236860279185585]]"
s2_21,252,24,4.314468031908753,section1,"[[257.5, 24.0], [254.75, 28.76313972081441], [249.25, 28.763139720814415], [246.5, 24.0], [249.25, 19.23686027918559], [254.75, 19.236860279185585]]"
s2_22,264,24,4.0911503559307985,section1,"[[269.5, 24.0], [266.75, 28.76313972081441], [261.25, 28.763139720814415], [258.5, 24.0], [261.25, 19.23686027918559], [266.75, 19.236860279185585]]"
s2_23,276,24,3.852618489690895,section1,"[[281.5, 24.0], [278.75, 28.76313972081441], [273.25, 28.763139720814415], [270.5, 24.0], [273.25, 19.23686027918559], [278.75, 19.236860279185585]]"
s2_24,288,24,3.6023031722102163,section1,"[[293.5, 24.0], [290.75, 28.76313972081441], [285.25, 28.763139720814415], [282.5, 24.0], [285.25, 19.23686027918559], [290.75, 19.236860279185585]]"
s2_25,300,24,3.34380462068748,section1,"[[305.5, 24.0], [302.75, 28.76313972081441], [297.25, 28.763139720814415], [294.5, 24.0], [297.25, 19.23686027918559], [302.75, 19.236860279185585]]"
s2_26,312,24,3.0808407495531833,section1,"[[317.5, 24.0], [314.75, 28.76313972081441], [309.25, 28.763139720814415], [306.5, 24.0], [309.25, 19.23686027918559], [314.75, 19.236860279185585]]"
s3_7,84,36,4.474262915152488,section1,"[[89.5, 36.0], [86.75, 40.763139720814415], [81.25, 40.763139720814415], [78.5, 36.0], [81.25, 31.23686027918559], [86.75, 31.236860279185585]]"
s3_8,96,36,4.638269501478795,section1,"[[101.5, 36.0], [98.75, 40.763139720814415], [93.25, 40.763139720814415], [90.5, 36.0], [93.25, 31.23686027918559], [98.75, 31.236860279185585]]"
s3_9,108,36,4.776355226363483,section1,"[[113.5, 36.0], [110.75, 40.763139720814415], [105.25, 40.763139720814415], [102.5, 36.0], [105.25, 31.23686027918559], [110.75, 31.236860279185585]]"
s3_10,120,36,4.886534040344497,section1,"[[125.5, 36.0], [122.75, 40.763139720814415], [117.25, 40.763139720814415], [114.5, 36.0], [117.25, 31.23686027918559], [122.75, 31.236860279185585]]"
s3_11,132,36,4.967221271476783,section1,"[[137.5, 36.0], [134.75, 40.763139720814415], [129.25, 40.763139720814415], [126.5, 36.0], [129.25, 31.23686027918559], [134.75, 31.236860279185585]]"
s3_12,144,36,5.017256417238309,section1,"[[149.5, 36.0], [146.75, 40.763139720814415], [141.25, 40.763139720814415], [138.5, 36.0], [141.25, 31.23686027918559], [146.75, 31.236860279185585]]"
s3_13,156,36,5.035919835722524,section1,"[[161.5, 36.0], [158.75, 40.763139720814415], [153.25, 40.763139720814415], [150.5, 36.0], [153.25, 31.23686027918559], [158.75, 31.236860279185585]]"
s3_14,168,36,5.022943096052366,section1,"[[173.5, 36.0], [170.75, 40.763139720814415], [165.25, 40.763139720814415], [162.5, 36.0], [165.25, 31.23686027918559], [170.75, 31.236860279185585]]"
s3_15,180,36,4.978512839148628,section1,"[[185.5, 36.0], [182.75, 40.763139720814415], [177.25, 40.763139720814415], [174.5, 36.0], [177.25, 31.23686027918559], [182.75, 31.236860279185585]]"
s3_16,192,36,4.903268093324314,section1,"[[197.5, 36.0], [194.75, 40.763139720814415], [189.25, 40.763139720814415], [186.5, 36.0], [189.25, 31.23686027918559], [194.75, 31.236860279185585]]"
s3_17,204,36,4.798291083314034,section1,"[[209.5, 36.0], [206.75, 40.763139720814415], [201.25, 40.763139720814415], [198.5, 36.0], [201.25, 31.23686027918559], [206.75, 31.236860279185585]]"
s3_18,216,36,4.665091664929701,section1,"[[221.5, 36.0], [218.75, 40.763139720814415], [213.25, 40.763139720814415], [210.5, 36.0], [213.25, 31.23686027918559], [218.75, 31.236860279185585]]"
s3_19,228,36,4.505585609214627,section1,"[[233.5, 36.0], [230.75, 40.763139720814415], [225.25, 40.763139720814415], [222.5, 36.0], [225.25, 31.23686027918559], [230.75, 31.236860279185585]]"
s3_20,240,36,4.322067048429131,section1,"[[245.5, 36.0], [242.75, 40.763139720814415], [237.25, 40.763139720814415], [234.5, 36.0], [237.25, 31.23686027918559], [242.75, 31.236860279185585]]"
s3_21,252,36,4.117175480169578,section1,"[[257.5, 36.0], [254.75, 40.763139720814415], [249.25, 40.763139720814415], [246.5, 36.0], [249.25, 31.23686027918559], [254.75, 31.236860279185585]]"
s3_22,264,36,3.8938578041916245,section1,"[[269.5, 36.0], [266.75, 40.763139720814415], [261.25, 40.763139720814415], [258.5, 36.0], [261.25, 31.23686027918559], [266.75, 31.236860279185585]]"
s3_23,276,36,3.655325937951721,section1,"[[281.5, 36.0], [278.75, 40.763139720814415], [273.25, 40.763139720814415], [270.5, 36.0], [273.25, 31.23686027918559], [278.75, 31.236860279185585]]"
s3_24,288,36,3.4050106204710424,section1,"[[293.5, 36.0], [290.75, 40.763139720814415], [285.25, 40.763139720814415], [282.5, 36.0], [285.25, 31.23686027918559], [290.75, 31.236860279185585]]"
s3_25,300,36,3.146512068948306,section1,"[[305.5, 36.0], [302.75, 40.763139720814415], [297.25, 40.763139720814415], [294.5, 36.0], [297.25, 31.23686027918559], [302.75, 31.236860279185585]]"
s3_26,312,36,2.8835481978140094,section1,"[[317.5, 36.0], [314.75, 40.763139720814415], [309.25, 40.763139720814415], [306.5, 36.0], [309.25, 31.23686027918559], [314.75, 31.236860279185585]]"
s3_27,324,36,2.6199011449773595,section1,"[[329.5, 36.0], [326.75, 40.763139720814415], [321.25, 40.763139720814415], [318.5, 36.0], [321.25, 31.23686027918559], [326.75, 31.236860279185585]]"
s3_28,336,36,2.359362874364363,section1,"[[341.5, 36.0], [338.75, 40.763139720814415], [333.25, 40.763139720814415], [330.5, 36.0], [333.25, 31.23686027918559], [338.75, 31.236860279185585]]"
s3_29,348,36,2.1056806371309835,section1,"[[353.5, 36.0], [350.75, 40.763139720814415], [345.25, 40.763139720814415], [342.5, 36.0], [345.25, 31.23686027918559], [350.75, 31.236860279185585]]"
s4_5,60,48,3.8218681109974098,section1,"[[65.5, 48.0], [62.75, 52.763139720814415], [57.25, 52.763139720814415], [54.5, 48.0], [57.25, 43.23686027918559], [62.75, 43.236860279185585]]"
s4_6,72,48,4.030300947865573,section1,"[[77.5, 48.0], [74.75, 52.763139720814415], [69.25, 52.763139720814415], [66.5, 48.0], [69.25, 43.23686027918559], [74.75, 43.236860279185585]]"
s4_7,84,48,4.217869533464222,section1,"[[89.5, 48.0], [86.75, 52.763139720814415], [81.25, 52.763139720814415], [78.5, 48.0], [81.25, 43.23686027918559], [86.75, 43.236860279185585]]"
s4_8,96,48,4.381876119790528,section1,"[[101.5, 48.0], [98.75, 52.763139720814415], [93.25, 52.763139720814415], [90.5, 48.0], [93.25, 43.23686027918559], [98.75, 43.236860279185585]]"
s4_9,108,48,4.519961844675217,section1,"[[113.5, 48.0], [110.75, 52.763139720814415], [105.25, 52.763139720814415], [102.5, 48.0], [105.25, 43.23686027918559], [110.75, 43.236860279185585]]"
s4_10,120,48,4.63014065865623,section1,"[[125.5, 48.0], [122.75, 52.763139720814415], [117.25, 52.763139720814415], [114.5, 48.0], [117.25, 43.23686027918559], [122.75, 43.236860279185585]]"
s4_11,132,48,4.710827889788516,section1,"[[137.5, 48.0], [134.75, 52.763139720814415], [129.25, 52.763139720814415], [126.5, 48.0], [129.25, 43.23686027918559], [134.75, 43.236860279185585]]"
s4_12,144,48,4.7608630355500425,section1,"[[149.5, 48.0], [146.75, 52.763139720814415], [141.25, 52.763139720814415], [138.5, 48.0], [141.25, 43.23686027918559], [146.75, 43.236860279185585]]"
s4_13,156,48,4.779526454034258,section1,"[[161.5, 48.0], [158.75, 52.763139720814415], [153.25, 52.763139720814415], [150.5, 48.0], [153.25, 43.23686027918559], [158.75, 43.236860279185585]]"
s4_14,168,48,4.766549714364099,section1,"[[173.5, 48.0], [170.75, 52.763139720814415], [165.25, 52.763139720814415], [162.5, 48.0], [165.25, 43.23686027918559], [170.75, 43.236860279185585]]"
s4_15,180,48,4.722119457460361,section1,"[[185.5, 48.0], [182.75, 52.763139720814415], [177.25, 52.763139720814415], [174.5, 48.0], [177.25, 43.23686027918559], [182.75, 43.236860279185585]]"
s4_16,192,48,4.646874711636047,section1,"[[197.5, 48.0], [194.75, 52.763139720814415], [189.25, 52.763139720814415], [186.5, 48.0], [189.25, 43.23686027918559], [194.75, 43.236860279185585]]"
s4_17,204,48,4.541897701625768,section1,"[[209.5, 48.0], [206.75, 52.763139720814415], [201.25, 52.763139720814415], [198.5, 48.0], [201.25, 43.23686027918559], [206.75, 43.236860279185585]]"
s4_18,216,48,4.408698283241435,section1,"[[221.5, 48.0], [218.75, 52.763139720814415], [213.25, 52.763139720814415], [210.5, 48.0], [213.25, 43.23686027918559], [218.75, 43.236860279185585]]"
s4_19,228,48,4.24919222752636,section1,"[[233.5, 48.0], [230.75, 52.763139720814415], [225.25, 52.763139720814415], [222.5, 48.0], [225.25, 43.23686027918559], [230.75, 43.236860279185585]]"
s4_20,240,48,4.065673666740864,section1,"[[245.5, 48.0], [242.75, 52.763139720814415], [237.25, 52.763139720814415], [234.5, 48.0], [237.25, 43.23686027918559], [242.75, 43.236860279185585]]"
s4_21,252,48,3.8607820984813124,section1,"[[257.5, 48.0], [254.75, 52.763139720814415], [249.25, 52.763139720814415], [246.5, 48.0], [249.25, 43.23686027918559], [254.75, 43.236860279185585]]"
s4_22,264,48,3.637464422503358,section1,"[[269.5, 48.0], [266.75, 52.763139720814415], [261.25, 52.763139720814415], [258.5, 48.0], [261.25, 43.23686027918559], [266.75, 43.236860279185585]]"
s4_23,276,48,3.3989325562634547,section1,"[[281.5, 48.0], [278.75, 52.763139720814415], [273.25, 52.763139720814415], [270.5, 48.0], [273.25, 43.23686027918559], [278.75, 43.236860279185585]]"
s4_24,288,48,3.148617238782776,section1,"[[293.5, 48.0], [290.75, 52.763139720814415], [285.25, 52.763139720814415], [282.5, 48.0], [285.25, 43.23686027918559], [290.75, 43.236860279185585]]"
s4_25,300,48,2.8901186872600397,section1,"[[305.5, 48.0], [302.75, 52.763139720814415], [297.25, 52.763139720814415], [294.5, 48.0], [297.25, 43.23686027918559], [302.75, 43.236860279185585]]"
s4_26,312,48,2.627154816125743,section1,"[[317.5, 48.0], [314.75, 52.763139720814415], [309.25, 52.763139720814415], [306.5, 48.0], [309.25, 43.23686027918559], [314.75, 43.236860279185585]]"
s4_27,324,48,2.3635077632890926,section1,"[[329.5, 48.0], [326.75, 52.763139720814415], [321.25, 52.763139720814415], [318.5, 48.0], [321.25, 43.23686027918559], [326.75, 43.236860279185585]]"
s4_28,336,48,2.1029694926760967,section1,"[[341.5, 48.0], [338.75, 52.763139720814415], [333.25, 52.763139720814415], [330.5, 48.0], [333.25, 43.23686027918559], [338.75, 43.236860279185585]]"
s4_29,348,48,1.849287255442717,section1,"[[353.5, 48.0], [350.75, 52.763139720814415], [345.25, 52.763139720814415], [342.5, 48.0], [345.25, 43.23686027918559], [350.75, 43.236860279185585]]"
s4_30,360,48,1.6061096942796564,section1,"[[365.5, 48.0], [362.75, 52.763139720814415], [357.25, 52.763139720814415], [354.5, 48.0], [357.25, 43.23686027918559], [362.75, 43.236860279185585]]"
s5_4,48,60,3.29819927415485,section1,"[[53.5, 60.0], [50.75, 64.76313972081441], [45.25, 64.76313972081441], [42.5, 60.0], [45.25, 55.23686027918559], [50.75, 55.236860279185585]]"
s5_5,60,60,3.524498529432665,section1,"[[65.5, 60.0], [62.75, 64.76313972081441], [57.25, 64.76313972081441], [54.5, 60.0], [57.25, 55.23686027918559], [62.75, 55.236860279185585]]"
s5_6,72,60,3.7329313663008286,section1,"[[77.5, 60.0], [74.75, 64.76313972081441], [69.25, 64.76313972081441], [66.5, 60.0], [69.25, 55.23686027918559], [74.75, 55.236860279185585]]"
s5_7,84,60,3.920499951899478,section1,"[[89.5, 60.0], [86.75, 64.76313972081441], [81.25, 64.76313972081441], [78.5, 60.0], [81.25, 55.23686027918559], [86.75, 55.236860279185585]]"
s5_8,96,60,4.084506538225783,section1,"[[101.5, 60.0], [98.75, 64.76313972081441], [93.25, 64.76313972081441], [90.5, 60.0], [93.25, 55.23686027918559], [98.75, 55.236860279185585]]"
s5_9,108,60,4.222592263110472,section1,"[[113.5, 60.0], [110.75, 64.76313972081441], [105.25, 64.76313972081441], [102.5, 60.0], [105.25, 55.23686027918559], [110.75, 55.236860279185585]]"
s5_10,120,60,4.332771077091485,section1,"[[125.5, 60.0], [122.75, 64.76313972081441], [117.25, 64.76313972081441], [114.5, 60.0], [117.25, 55.23686027918559], [122.75, 55.236860279185585]]"
s5_11,132,60,4.413458308223771,section1,"[[137.5, 60.0], [134.75, 64.76313972081441], [129.25, 64.76313972081441], [126.5, 60.0], [129.25, 55.23686027918559], [134.75, 55.236860279185585]]"
s5_12,144,60,4.463493453985298,section1,"[[149.5, 60.0], [146.75, 64.76313972081441], [141.25, 64.76313972081441], [138.5, 60.0], [141.25, 55.23686027918559], [146.75, 55.236860279185585]]"
s5_13,156,60,4.482156872469513,section1,"[[161.5, 60.0], [158.75, 64.76313972081441], [153.25, 64.76313972081441], [150.5, 60.0], [153.25, 55.23686027918559], [158.75, 55.236860279185585]]"
s5_14,168,60,4.469180132799354,section1,"[[173.5, 60.0], [170.75, 64.76313972081441], [165.25, 64.76313972081441], [162.5, 60.0], [165.25, 55.23686027918559], [170.75, 55.236860279185585]]"
s5_15,180,60,4.424749875895617,section1,"[[185.5, 60.0], [182.75, 64.76313972081441], [177.25, 64.76313972081441], [174.5, 60.0], [177.25, 55.23686027918559], [182.75, 55.236860279185585]]"
s5_16,192,60,4.349505130071303,section1,"[[197.5, 60.0], [194.75, 64.76313972081441], [189.25, 64.76313972081441], [186.5, 60.0], [189.25, 55.23686027918559], [194.75, 55.236860279185585]]"
s5_17,204,60,4.244528120061022,section1,"[[209.5, 60.0], [206.75, 64.76313972081441], [201.25, 64.76313972081441], [198.5, 60.0], [201.25, 55.23686027918559], [206.75, 55.236860279185585]]"
s5_18,216,60,4.11132870167669,section1,"[[221.5, 60.0], [218.75, 64.76313972081441], [213.25, 64.76313972081441], [210.5, 60.0], [213.25, 55.23686027918559], [218.75, 55.236860279185585]]"
s5_19,228,60,3.9518226459616157,section1,"[[233.5, 60.0], [230.75, 64.76313972081441], [225.25, 64.76313972081441], [222.5, 60.0], [225.25, 55.23686027918559], [230.75, 55.236860279185585]]"
s5_20,240,60,3.7683040851761196,section1,"[[245.5, 60.0], [242.75, 64.76313972081441], [237.25, 64.76313972081441], [234.5, 60.0], [237.25, 55.23686027918559], [242.75, 55.236860279185585]]"
s5_21,252,60,3.563412516916568,section1,"[[257.5, 60.0], [254.75, 64.76313972081441], [249.25, 64.76313972081441], [246.5, 60.0], [249.25, 55.23686027918559], [254.75, 55.236860279185585]]"
s5_22,264,60,3.3400948409386135,section1,"[[269.5, 60.0], [266.75, 64.76313972081441], [261.25, 64.76313972081441], [258.5, 60.0], [261.25, 55.23686027918559], [266.75, 55.236860279185585]]"
s5_23,276,60,3.10156297469871,section1,"[[281.5, 60.0], [278.75, 64.76313972081441], [273.25, 64.76313972081441], [270.5, 60.0], [273.25, 55.23686027918559], [278.75, 55.236860279185585]]"
s5_24,288,60,2.8512476572180314,section1,"[[293.5, 60.0], [290.75, 64.76313972081441], [285.25, 64.76313972081441], [282.5, 60.0], [285.25, 55.23686027918559], [290.75, 55.236860279185585]]"
s5_25,300,60,2.592749105695295,section1,"[[305.5, 60.0], [302.75, 64.76313972081441], [297.25, 64.76313972081441], [294.5, 60.0], [297.25, 55.23686027918559], [302.75, 55.236860279185585]]"
s5_26,312,60,2.3297852345609984,section1,"[[317.5, 60.0], [314.75, 64.76313972081441], [309.25, 64.76313972081441], [306.5, 60.0], [309.25, 55.23686027918559], [314.75, 55.236860279185585]]"
s5_27,324,60,2.066138181724348,section1,"[[329.5, 60.0], [326.75, 64.76313972081441], [321.25, 64.76313972081441], [318.5, 60.0], [321.25, 55.23686027918559], [326.75, 55.236860279185585]]"
s5_28,336,60,1.805599911111352,section1,"[[341.5, 60.0], [338.75, 64.76313972081441], [333.25, 64.76313972081441], [330.5, 60.0], [333.25, 55.23686027918559], [338.75, 55.236860279185585]]"
s5_29,348,60,1.5519176738779725,section1,"[[353.5, 60.0], [350.75, 64.76313972081441], [345.25, 64.76313972081441], [342.5, 60.0], [345.25, 55.23686027918559], [350.75, 55.236860279185585]]"
s5_30,360,60,1.3087401127149119,section1,"[[365.5, 60.0], [362.75, 64.76313972081441], [357.25, 64.76313972081441], [354.5, 60.0], [357.25, 55.23686027918559], [362.75, 55.236860279185585]]"
s5_31,372,60,1.0795647844111556,section1,"[[377.5, 60.0], [374.75, 64.76313972081441], [369.25, 64.76313972081441], [366.5, 60.0], [369.25, 55.23686027918559], [374.75, 55.236860279185585]]"
s5_32,384,60,0.8676878554449877,section1,"[[389.5, 60.0], [386.75, 64.76313972081441], [381.25, 64.76313972081441], [378.5, 60.0], [381.25, 55.23686027918559], [386.75, 55.236860279185585]]"
s6_3,36,72,2.7399638864436513,section1,"[[41.5, 72.0], [38.75, 76.76313972081441], [33.25, 76.76313972081441], [30.5, 72.0], [33.25, 67.23686027918559], [38.75, 67.23686027918558]]"
s6_4,48,72,2.980874759429716,section1,"[[53.5, 72.0], [50.75, 76.76313972081441], [45.25, 76.76313972081441], [42.5, 72.0], [45.25, 67.23686027918559], [50.75, 67.23686027918558]]"
s6_5,60,72,3.2071740147075314,section1,"[[65.5, 72.0], [62.75, 76.76313972081441], [57.25, 76.76313972081441], [54.5, 72.0], [57.25, 67.23686027918559], [62.75, 67.23686027918558]]"
s6_6,72,72,3.4156068515756948,section1,"[[77.5, 72.0], [74.75, 76.76313972081441], [69.25, 76.76313972081441], [66.5, 72.0], [69.25, 67.23686027918559], [74.75, 67.23686027918558]]"
s6_7,84,72,3.603175437174344,section1,"[[89.5, 72.0], [86.75, 76.76313972081441], [81.25, 76.76313972081441], [78.5, 72.0], [81.25, 67.23686027918559], [86.75, 67.23686027918558]]"
s6_8,96,72,3.76718202350065,section1,"[[101.5, 72.0], [98.75, 76.76313972081441], [93.25, 76.76313972081441], [90.5, 72.0], [93.25, 67.23686027918559], [98.75, 67.23686027918558]]"
s6_9,108,72,3.9052677483853384,section1,"[[113.5, 72.0], [110.75, 76.76313972081441], [105.25, 76.76313972081441], [102.5, 72.0], [105.25, 67.23686027918559], [110.75, 67.23686027918558]]"
s6_10,120,72,4.015446562366352,section1,"[[125.5, 72.0], [122.75, 76.76313972081441], [117.25, 76.76313972081441], [114.5, 72.0], [117.25, 67.23686027918559], [122.75, 67.23686027918558]]"
s6_11,132,72,4.0961337934986375,section1,"[[137.5, 72.0], [134.75, 76.76313972081441], [129.25, 76.76313972081441], [126.5, 72.0], [129.25, 67.23686027918559], [134.75, 67.23686027918558]]"
s6_12,144,72,4.146168939260164,section1,"[[149.5, 72.0], [146.75, 76.76313972081441], [141.25, 76.76313972081441], [138.5, 72.0], [141.25, 67.23686027918559], [146.75, 67.23686027918558]]"
s6_13,156,72,4.1648323577443795,section1,"[[161.5, 72.0], [158.75, 76.76313972081441], [153.25, 76.76313972081441], [150.5, 72.0], [153.25, 67.23686027918559], [158.75, 67.23686027918558]]"
s6_14,168,72,4.1518556180742205,section1,"[[173.5, 72.0], [170.75, 76.76313972081441], [165.25, 76.76313972081441], [162.5, 72.0], [165.25, 67.23686027918559], [170.75, 67.23686027918558]]"
s6_15,180,72,4.107425361170483,section1,"[[185.5, 72.0], [182.75, 76.76313972081441], [177.25, 76.76313972081441], [174.5, 72.0], [177.25, 67.23686027918559], [182.75, 67.23686027918558]]"
s6_16,192,72,4.032180615346169,section1,"[[197.5, 72.0], [194.75, 76.76313972081441], [189.25, 76.76313972081441], [186.5, 72.0], [189.25, 67.23686027918559], [194.75, 67.23686027918558]]"
s6_17,204,72,3.927203605335889,section1,"[[209.5, 72.0], [206.75, 76.76313972081441], [201.25, 76.76313972081441], [198.5, 72.0], [201.25, 67.23686027918559], [206.75, 67.23686027918558]]"
s6_18,216,72,3.7940041869515566,section1,"[[221.5, 72.0], [218.75, 76.76313972081441], [213.25, 76.76313972081441], [210.5, 72.0], [213.25, 67.23686027918559], [218.75, 67.23686027918558]]"
s6_19,228,72,3.634498131236482,section1,"[[233.5, 72.0], [230.75, 76.76313972081441], [225.25, 76.76313972081441], [222.5, 72.0], [225.25, 67.23686027918559], [230.75, 67.23686027918558]]"
s6_20,240,72,3.450979570450986,section1,"[[245.5, 72.0], [242.75, 76.76313972081441], [237.25, 76.76313972081441], [234.5, 72.0], [237.25, 67.23686027918559], [242.75, 67.23686027918558]]"
s6_21,252,72,3.246088002191434,section1,"[[257.5, 72.0], [254.75, 76.76313972081441], [249.25, 76.76313972081441], [246.5, 72.0], [249.25, 67.23686027918559], [254.75, 67.23686027918558]]"
s6_22,264,72,3.0227703262134797,section1,"[[269.5, 72.0], [266.75, 76.76313972081441], [261.25, 76.76313972081441], [258.5, 72.0], [261.25, 67.23686027918559], [266.75, 67.23686027918558]]"
s6_23,276,72,2.7842384599735763,section1,"[[281.5, 72.0], [278.75, 76.76313972081441], [273.25, 76.76313972081441], [270.5, 72.0], [273.25, 67.23686027918559], [278.75, 67.23686027918558]]"
s6_24,288,72,2.5339231424928976,section1,"[[293.5, 72.0], [290.75, 76.76313972081441], [285.25, 76.76313972081441], [282.5, 72.0], [285.25, 67.23686027918559], [290.75, 67.23686027918558]]"
s6_25,300,72,2.2754245909701614,section1,"[[305.5, 72.0], [302.75, 76.76313972081441], [297.25, 76.76313972081441], [294.5, 72.0], [297.25, 67.23686027918559], [302.75, 67.23686027918558]]"
s6_26,312,72,2.0124607198358646,section1,"[[317.5, 72.0], [314.75, 76.76313972081441], [309.25, 76.76313972081441], [306.5, 72.0], [309.25, 67.23686027918559], [314.75, 67.23686027918558]]"
s6_27,324,72,1.7488136669992143,section1,"[[329.5, 72.0], [326.75, 76.76313972081441], [321.25, 76.76313972081441], [318.5, 72.0], [321.25, 67.23686027918559], [326.75, 67.23686027918558]]"
s6_28,336,72,1.488275396386218,section1,"[[341.5, 72.0], [338.75, 76.76313972081441], [333.25, 76.76313972081441], [330.5, 72.0], [333.25, 67.23686027918559], [338.75, 67.23686027918558]]"
s6_29,348,72,1.2345931591528385,section1,"[[353.5, 72.0], [350.75, 76.76313972081441], [345.25, 76.76313972081441], [342.5, 72.0], [345.25, 67.23686027918559], [350.75, 67.23686027918558]]"
s6_30,360,72,0.9914155979897779,section1,"[[365.5, 72.0], [362.75, 76.76313972081441], [357.25, 76.76313972081441], [354.5, 72.0], [357.25, 67.23686027918559], [362.75, 67.23686027918558]]"
s6_31,372,72,0.7622402696860215,section1,"[[377.5, 72.0], [374.75, 76.76313972081441], [369.25, 76.76313972081441], [366.5, 72.0], [369.25, 67.23686027918559], [374.75, 67.23686027918558]]"
s6_32,384,72,0.5503633407198538,section1,"[[389.5, 72.0], [386.75, 76.76313972081441], [381.25, 76.76313972081441], [378.5, 72.0], [381.25, 67.23686027918559], [386.75, 67.23686027918558]]"
s6_33,396,72,0.3588321793919944,section1,"[[401.5, 72.0], [398.75, 76.76313972081441], [393.25, 76.76313972081441], [390.5, 72.0], [393.25, 67.23686027918559], [398.75, 67.23686027918558]]"
s7_2,24,84,2.173058798592625,section1,"[[29.5, 84.0], [26.75, 88.76313972081441], [21.25, 88.76313972081441], [18.5, 84.0], [21.249999999999996, 79.23686027918559], [26.749999999999996, 79.23686027918558]]"
