id,x,y
78,4480.956500596852,3012.995341165528
79,3129.3218411940375,2625.8008198351595
80,1436.7454081847945,1755.1294623281194
81,1240.2389435599,1497.2875424564204
82,4984.079077307385,3134.937430019198
83,3136.2904523094753,2606.711450406601
84,3391.8094813285866,2886.477899662109
85,1906.7443421443998,1966.0013811863819
86,4129.421617987839,2986.7341084863947
87,527.5515003234086,1438.458897127864
88,1603.5744834589816,1679.5518126621434
89,3205.1940001470343,2478.228677684362
90,3221.853858172579,2803.6173549690347
91,3091.026594559626,2621.3765325291934
92,4662.270820003404,3148.2411968517813
93,1619.618161021143,2252.8908260871017
94,2224.2806463939546,2081.5378305194677
95,2508.076285187213,2459.6919382965757
96,2916.2855263680644,2260.4055258302333
97,2548.8499971444567,2332.2428962932636
98,328.9969497644001,681.9693608600599
99,2777.827318638448,2339.362302627858
100,9089.39598339973,4277.89475147076
101,2000.666701963378,1942.5431079698824
102,1559.2809253929329,2032.4963851648008
103,239.12393692112823,660.5459996818948
104,3598.566639874455,2592.588799296103
105,1960.2804441064493,1877.3351716352981
106,4673.355734060892,2977.8140550896796
107,2376.0037672711633,2162.8337378599645
108,1570.9636383742284,1913.2732969597935
109,3601.1814838883283,2684.7393485775
110,6024.851553110141,3410.0776288405414
111,3485.1574460177144,2386.580935866574
112,3246.0299493406287,2477.3608858261878
113,4516.26599022037,2950.5659395806097
114,2785.130904664731,2472.1972993278164
115,3339.7547226991474,2481.6769501235967
116,1521.969929467026,1717.1560080986078
117,770.85003588265,1190.566957418292
118,3628.2871919195713,2825.689127536445
119,4588.302470437566,2964.481568865763
120,3864.142080903592,2977.0992721468356
121,8646.447985023395,3904.307551918715
122,4174.697793546947,2782.446751734955
123,588.9180696082386,1007.9267316197215
124,3390.7814562790572,2794.949650019017
125,6386.471630624686,3436.0159067141317
126,634.5806009919143,991.5445255572963
127,1036.9444407900655,1227.6734358953966
128,1778.9402092180212,1713.558705985411
129,4827.028457258913,3258.346623415622
130,1252.777076503308,1715.4425544419291
131,2769.4015603000717,2604.7807071250845
132,1233.3190628946927,1357.5833595388567
133,7463.478912502866,3875.27466291815
134,2762.5032661159576,2383.663122722201
135,1870.1422384480873,1636.223232765226
136,2700.1848085959773,2468.2349289226945
137,2768.031217191668,2335.055566289761
138,1617.2386905096853,1904.0985812275098
139,2435.3799674963757,2217.4809695311083
140,5393.37530247323,3238.5361800315586
141,7845.212737834622,3909.471120136087
142,2501.8690526229025,2278.147699442445
143,2583.083442011549,2256.8409996793594
144,634.7888052066926,939.1443739412614
145,1964.165879217564,2031.0426212445425
146,1928.4966744231115,2223.8111244813826
147,743.0817782937263,1374.7377894093288
148,2860.7149134597666,2429.185557539448
149,1407.174730791092,1748.2080339215381
150,6978.457321772356,3762.9657259394985
151,7223.003217139965,3835.160686547721
152,1642.201750472932,1611.999516528906
153,1007.5256472878948,1385.1118100693743
154,2800.2753794445957,2495.1977372698357
155,2926.005013166356,2563.260390334667
156,2642.3041781078437,2166.3627160361243
157,1540.0908229895308,1574.898549292519
158,7596.697234141,3821.878310192231
159,2070.976550986608,1974.8272527467643
160,3136.4943067247955,2706.5838898830057
161,3770.7744099691586,2816.5333773464563
162,3700.9258984211892,2884.0627439995187
163,1649.988657819537,1777.9818964421365
164,3690.1884545441458,2718.747978402266
165,906.0775685369168,1335.2140888418794
166,2096.478274511076,2006.2819976328672
167,724.6221172942786,1240.5611140035373
168,2716.5413621577095,2228.935968767184
169,3481.983693159895,2484.374213212159
170,3139.4777795953755,2721.4361268683856
171,2167.4608472107593,2137.9439514478854
172,3316.1174623890843,2681.187417763108
173,7308.619884796623,3742.1989853654395
174,3844.527186875022,2617.6848337692268
175,4066.597908358377,2842.8011119874027
176,3129.3450605023504,2468.671549690218
177,3756.923157343301,2612.9028224464682
178,2628.2975187313514,2517.57271195458
179,2541.1584813032277,2372.7934851575033
180,2576.139963760013,2294.9745698503098
181,933.5173268554133,1358.3536984423527
182,2142.7949006763324,2131.8752610733286
183,5743.937391021406,3640.897898696391
184,5600.421908981503,3543.588840001841
185,2466.819968311937,2176.092471136349
186,1857.7965069666245,1863.989598726337
187,2477.4095130277647,2244.4019605249196
188,3668.755461274623,2914.9234384285915
189,2233.9348698995354,2067.943980220799
190,4152.727897506393,2772.3753536725485
191,2825.007455595976,2420.240890223888
192,3484.0560181862124,2558.0028134881013
193,1102.4056724449867,1378.3543987626394
194,2561.7834648881662,2187.7900899500755
195,3293.5516922487445,2485.6641349846996
196,2601.5047783627697,2195.930337532795
197,4155.187730491583,2932.9984392107226
198,1989.6547578971279,1987.7077895712189
199,5328.338409553706,2990.8632575139895
200,4012.170054694555,2864.405022441009
201,991.0747189309873,1769.074475789155
202,3556.345437445284,2753.386459848305
203,1010.0928660476117,1528.3914834197337
204,650.1338733195313,1239.70241550197
205,4508.381138928234,2963.849879976681
206,7312.387833871733,3946.7243794703495
207,2188.542286785424,2345.4978237717733
208,4343.942509175797,2865.224607896996
209,5662.7734482104015,3471.1793182391043
210,2154.7052964649256,2031.351974749302
211,3190.3803361866208,2735.230740815999
212,375.5711451548425,913.3779142152541
213,3287.8884778959564,2602.464536164867
214,5866.437567739848,3633.4409715923766
215,7331.8657317790185,3833.5861886168886
216,5960.669364892138,3450.723685480404
217,8063.232886534882,4179.230754642784
218,7522.794703182027,3809.4562709762386
219,4276.506390675036,3101.0980478472916
220,3633.857477818525,2558.9718334281606
221,2353.6869264555176,2136.8262461367863
222,3696.883755916806,2804.1966699164877
223,4826.408298019691,3068.351130794887
224,3204.992710012892,2495.3701986829847
225,4991.54564768811,3286.7184369431775
226,1469.9304641075316,1732.127505715688
227,5659.743861260011,3398.9663590133446
228,2991.500743046139,2406.738507022186
229,4606.577184815665,3003.422412401963
230,2585.2418827017605,2138.7521596508914
231,2717.6690834561164,2126.268634481673
232,5677.704848542534,3636.3857688623
233,3680.2533117652433,2460.818031348934
234,2982.813530356652,2308.793028489476
235,2493.4467713520967,2246.4325431056927
236,2486.097004041666,2068.047674382885
237,3095.4608822618216,2649.2720401213587
238,2773.157944959384,2450.7035384181468
239,3818.626304666482,2573.7758489783578
240,4048.6044613529193,2869.4918369296106
241,4228.46474280257,2804.2481307624653
242,3926.3245217318254,2879.5322715399375
243,2343.7979863180185,2112.6753042961327
244,2965.800171624983,2484.530118620044
245,2182.347079047411,2038.3966504993484
246,1293.7199721160541,1551.0819307012168
247,4013.0005263314865,2840.2096573677954
248,2623.240891042906,2162.151362069303
249,4740.974755261177,3034.1714421957895
250,1154.3547085306504,1464.6761833626224
251,4594.387625405903,2900.99296842288
252,1619.0881039770156,1919.504257178441
253,6022.65564305918,3627.4829245171545
254,4957.510440946799,3466.3692399001548
255,3686.445169166309,2777.130792737371
256,1926.8885673341674,1909.4453755572495
257,6618.104690930242,3683.069347990461
258,4178.857347400809,2851.47219409049
259,3612.1132778994943,2683.6051973809876
260,921.2569248657936,1371.0655788593285
261,2153.5015235382843,2007.5800425087405
262,5408.511051529414,3206.835977838089
263,3473.9557801394913,2491.2511219408493
264,8534.821955556774,4111.855549446734
265,3636.6139069748256,2648.9316104555805
266,989.9514725521722,1438.7670704125585
267,3004.5497468928584,2391.4158621366996
268,1743.3726498593503,1766.3781101924633
269,1327.4161522528746,1637.2180004216636
270,2891.4850693526414,2489.389174918794
271,2728.65355468925,2399.458153799979
272,4218.840762991431,3041.979036779891
273,6581.843304793412,3696.7088972192887
274,1771.1272736480005,2009.4391327256874
275,4981.874145950434,3021.6758074975146
276,1735.783924902602,1871.0023460447853
277,1058.3414334270537,1393.8868616708955
278,2802.429218904606,2698.11317894587
279,2812.4486717656664,2513.54301439518
280,1196.2245505386961,1583.4644969292488
281,2642.8851591023736,2091.83582204127
282,4786.26482890711,3183.751853773899
283,2350.4316773614883,2169.152847732586
284,6017.791380468494,3452.8487979005963
285,207.9681866528615,797.17942767165
286,718.6719757055977,1155.3754914692167
287,1546.3259016710729,1659.1834651874406
288,3338.597273102826,2647.419387614461
289,527.6537119829592,1158.0380513795108
290,1720.3427524211256,1851.2709567304685
291,6891.603399899044,3595.66486200219
292,2360.1978266243973,2182.2086858112825
293,6987.014212218934,3830.108865455155
294,3755.80199720641,2598.3614257780796
295,2930.532214402653,2487.8214326011603
296,3526.7753043898574,2553.36253442648
297,5896.882262854042,3531.7901367045424
298,2670.234465270881,2298.803112410504
299,7908.980304497072,4071.958550317035
300,4078.8197528570336,2746.6355747940306
301,5048.523507013787,3328.5657546318303
302,4833.866969031566,3025.0833276158346
303,1641.9106371207122,1656.020758468039
304,2286.921283945993,2096.1949019359645
305,3867.2391680736473,2904.5801167917275
306,4505.7991716234355,3061.140576476067
307,2088.868463990241,1957.4145323955265
308,1351.8058726328682,1877.1330369754803
309,4943.787989047796,3144.593078819188
310,3347.909524430022,2962.4334486652656
311,4637.482658059843,2822.409956045108
312,1651.111152908844,1897.0474454083483
313,911.1358318556796,1278.4246790604577
314,5344.277370718891,3224.172330849864
315,4846.153017191685,2964.7290924254803
316,2689.9031270141713,2146.557778557713
317,1963.9141043509687,2026.176036015865
318,5562.980157768409,3399.260239616972
319,961.0047397764215,1458.5853343092742
320,2540.13466002852,2054.8774621150715
321,2211.042967934973,2133.0201562827183
322,2006.2873792465919,2071.285247921393
323,4264.373085788914,3014.426830707518
324,4392.128583000335,2952.773469392333
325,1787.108191245257,1811.7089947008858
326,3898.1851252485662,3012.747380361506
327,2398.870477931021,2106.3484179223583
328,3714.823626327027,2810.9800213633816
329,954.8871616399916,1472.2358312352656
330,2700.430062948687,2455.373541082724
331,2279.095145310897,2173.0288747913323
332,1814.3010534404748,1859.5028759678976
333,3923.271181660922,2821.55753984805
334,3518.2645156041203,2636.633830260858
335,2608.8542600251626,2076.3445244282475
336,2955.82265359921,2480.1624351073597
337,830.1280175635216,1351.2585610934334
338,8446.500917584151,4180.029781121687
339,4170.436793863879,3216.2074155854434
340,2507.1562006201752,2167.205178104155
341,4361.973121729214,3107.3108527944282
342,1897.4917380175425,1933.6429760937137
343,2398.36255447427,2208.424147350481
344,4242.689632659848,2922.4892252501213
345,2823.70809902766,2443.5637063139784
346,2832.637442488283,2445.5581406400042
347,7795.213722409677,3983.016352155661
348,2072.5388720346346,1955.6879738620275
349,1985.9075467010173,2148.221906066967
350,2215.8080325530873,2014.0764006301538
351,2029.1940978168789,2159.779867955739
352,2806.101312612011,2339.7117672590575
353,2834.2963795169208,2397.2795418604514
354,3444.886537814965,2682.359098109595
355,1976.811053484398,2029.259586261108
356,3243.6221840672606,2492.8185297610444
357,8681.614226363004,4028.7725839396353
358,3942.382492701135,2719.0952270313564
359,3098.3047687108137,2414.1512257778636
360,4021.7277637515267,2874.5006966270857
361,4921.294609295319,2906.6761104930197
362,1624.8302319160732,1942.6890485892025
363,6978.1691989311785,3874.833088557429
364,4868.992701980004,3259.2981185501762
365,2655.4148681621205,2686.047012763323
366,5500.509360338509,3223.795384841658
367,5193.164658377947,3232.3443465683404
368,10606.934238105878,4545.861347975731
369,4123.759836577864,2810.244819983823
370,7468.851122247459,3759.4566554829357
371,4087.812109463537,2917.812889938522
372,954.8340983219432,1301.4666096091876
373,1911.366265825871,2077.7567732894136
374,5506.6038141022955,3367.886988887638
375,2826.4406550982208,2410.8287360759855
376,4138.436887979547,2797.0270921935607
377,6375.576961316416,3609.179297279279
378,3984.7426660484903,2677.255349044161
379,4969.79137550331,3305.2082102836257
380,2674.4797717986203,2091.043590171558
381,2377.9532842990807,2013.5113082146186
382,4367.4711821694455,3089.430143509753
383,1297.479235689192,1675.344444842287
384,4324.178133259063,3002.260483180382
385,790.7926954993258,1189.8635461029385
386,2559.026130927593,2199.437942323306
387,2425.9868326725887,2392.8787219601927
388,3442.163991841804,2901.129379434191
389,3914.831707769698,2868.725901326562
390,2533.991309019168,2121.2486889683505
391,2004.0279582450576,2124.702697129606
392,6311.168338914042,3678.8500264471622
393,3481.8363190465893,2893.692712547945
394,5040.071345264177,3487.719978629199
395,3746.1024810715876,2546.285969545527
396,1193.5004287552192,1448.510021749533
397,2510.9399064585273,2328.0909553147726
398,3839.8698809515,2663.572506033371
399,2280.8838442782185,1995.9865365067565
400,1015.1277074334092,1477.4332223404133
401,2496.6409003273498,2574.6675522172104
402,1291.08841054099,1355.6683910008437
403,5443.020818134038,3477.2049337759913
404,2440.5714997371015,2193.9053338551194
405,4559.767613621039,3055.9148938216963
406,1651.3419682827564,1966.1402573067937
407,2635.5912957086794,2027.670542360454
408,156.10932695609162,457.5912822079322
409,844.1072941086925,1213.3703457200218
410,968.2809232315449,1336.5890315100164
411,2408.8079692037327,2192.3702781493653
412,2525.734050796119,2508.5646211626718
413,2242.900346193678,2304.535551559389
414,3273.6723984275327,2740.5183451722287
415,5587.611529560368,3222.180609822965
416,7930.0374810671265,4082.5081365248566
417,2070.9810637632972,2141.5294431970783
418,4014.7987526398347,2903.4806824215334
419,850.9229482139061,1287.013272055868
420,1544.540070475893,1789.0021702537051
421,1435.2143249133785,1843.8970378649867
422,4149.314277279067,2912.4088509921535
423,1917.447217455998,1823.9004619953828
424,1026.2227173712624,1469.2365662261195
425,1807.2346079717745,1945.5908920182376
426,3028.505567780278,2381.8187928538728
427,3083.8850181318066,2805.641060228443
428,1261.7223906837578,1512.898661594902
429,5165.64715014213,2961.5161969338074
430,3746.8187098845633,2758.2113704429275
431,1127.431067894236,1441.4197351596856
432,2711.353782825983,2172.016950784021
433,1356.19669992533,1469.0041692403358
434,1327.0129587615384,1481.9949409925575
435,5864.863118877204,3285.357465901826
436,9850.226195579518,4480.581570377013
437,7483.4946756999725,3922.658136221155
438,1666.9384646464998,1596.172438535755
439,3131.0820935865336,2628.0734962041147
440,1077.8937829944498,1749.675042083854
441,2078.4952899039313,2094.82468623826
442,4588.150908811684,3196.2637269650763
443,640.7330750665777,1068.4074013643792
444,5274.222290262762,3086.0351935162203
445,4680.389826540491,3056.472811654697
446,2397.1017365258576,2264.3913197678767
447,4015.615549727707,2678.7788995147394
448,4685.549605405962,3178.0032077824712
449,4724.078729349195,2913.086037689793
450,3986.994662704712,2847.1337912442077
451,2556.5504931172136,2351.071149524725
452,2903.499496009928,2415.6338547635705
453,3543.6861009745608,2347.4619566026
454,4291.559326845197,3066.686840462407
455,4666.017452541517,2874.768800190505
456,2867.521550153994,2263.1855636401883
457,2397.710989941878,2159.8300926737147
458,719.6781185309152,1241.6315201796049
459,3592.3975598159204,2775.869751625343
460,899.9986948193564,1399.1824862464114
461,7144.096076577558,3813.559289088713
462,3892.500415101373,2967.6024416391933
463,2039.421099001389,2145.508596295956
464,6467.745495041229,3709.724341944628
465,3887.2692124101386,2872.894867953319
466,5932.792076922063,3298.1069637992778
467,2120.85735631469,1959.6148340606812
468,2462.4161160724407,2300.613905410898
469,4268.532187151124,3054.590298868115
470,8847.41835139209,4033.621293905114
471,4175.547083989997,2824.3778123947586
472,7551.565913061505,3808.0766302643888
473,2987.665175354285,2644.1193671190754
474,4704.7319346392715,3234.0344780357664
475,3992.309812104254,2834.68038339647
476,1478.5369409406023,1569.5639593170185
477,1662.091522770083,1783.8623003402038
478,2574.2427378524794,2329.363696504547
479,2123.1716565884617,1944.8894857327316
480,3162.703641295059,2649.035418881952
481,1116.5374747312121,1560.771606278365
482,1610.8892605200301,1997.692440636964
483,1691.2324869530923,1975.693610135927
484,3550.5548689861685,2552.3953408182238
485,7024.636493707842,3825.1890155659053
486,1378.2305733697108,1548.1765003219791
487,3943.985871004768,2931.5512243259127
488,1636.6009713201645,1696.4644933761083
489,9820.036433279505,4626.870663194393
490,3514.5559508915644,2590.418810322119
491,3306.8247935578424,2799.3876105206723
492,4166.601110289265,3143.9144592365465
493,2899.851495507831,2364.7375050442224
494,1576.0469504595142,1562.3230261041108
495,1521.4268068377992,1693.9228286834198
496,2600.523279459745,2175.560573335287
497,941.6759677634147,1394.7127437027416
498,1555.1641740586608,1821.5633273993988
499,4031.9730424191252,2926.7666453860174
500,2480.6376800990292,2456.566789477579
501,1872.3272590609279,1915.7431278537374
502,2157.164524635826,2063.6849754287696
503,3838.57651944101,3036.1776084404237
504,1200.3228769864327,1462.6057635284724
505,2478.984131852009,2339.699243261859
506,3921.37481834602,2807.8427913668575
507,3520.8555733447765,2640.099438210711
508,1667.3803924595522,1838.1494848657967
509,6496.885733211685,3559.677520662529
510,4392.5697299519215,2897.8687155388566
511,5187.480528868924,3272.568311704916
512,2843.872520575739,2285.0937161149977
513,3271.662723993741,2470.318968319715
514,2968.8048121320394,2417.8405991245722
515,2926.7253931515274,2385.2073238645744
516,1624.4924860453593,1713.8704734677187
517,2308.0233085784885,2178.675724809685
518,936.1996252324242,1300.9031753080617
519,4880.784318868495,3221.8180752916437
520,4702.027731249814,3190.1246981914805
521,2752.1332855064556,2158.812859354554
522,3737.683690920065,2818.7615647204993
523,3001.238358309956,2488.432577409914
524,5048.327948124284,3110.392450994772
525,9044.084263121225,4324.15640355005
526,2925.850371243417,2304.006092544135
527,2696.371905681218,2280.995136190293
528,2129.547526185338,2226.9769872318016
529,5215.849373239953,3406.668031969835
530,800.4518720127916,1182.345630302427
531,2182.9964514822254,1947.843920506796
532,3009.3988207193984,2481.0366807284277
533,1538.5111603481325,1838.9236152359701
534,1458.5915919554375,1567.8426353916636
535,503.89966927976144,950.5214029168066
536,1090.2851992477067,1392.259437042618
537,2134.80133813441,2092.5624589593776
538,3440.52687415721,2737.8235602500686
539,1671.484856947772,1637.6206713057
540,1102.5735182091344,1595.3717914333706
541,1794.9244691425874,1898.0584331618586
542,2254.0169312365315,2144.3355566568544
543,1382.9579946263202,1547.8686048262507
544,2413.8821532057864,2299.3873996494103
545,2758.184338899861,2311.958387423217
546,4342.358089439525,2900.2211950036344
547,1780.74841695919,1670.7262964401714
548,2409.783036595809,2428.1371060856454
549,3452.6470762270537,2674.040308854094
550,6755.118897776233,3584.1947931065156
551,6998.982139420911,3849.9700300797613
552,4341.1269067583335,2849.484823537314
553,1968.3573087639402,1921.9265449050847
554,2587.4672660894776,2021.5840039301165
555,5472.562806328349,3274.122381694448
556,1638.211244491521,2116.564449867417
557,4004.401061177029,2812.8121066887056
558,1472.2158738687576,1540.6795138126206
559,4239.844676285791,3160.536663030873
560,6268.359159078032,3531.468517262355
561,1339.3446588639104,1666.686460004112
562,8147.628903064018,3913.9721783892687
563,12599.364419757561,4815.287492937522
564,3751.9158899751724,2794.8229091199855
565,2433.4530289234676,2244.4999088644668
566,1717.302136982384,2017.3086138338379
567,2214.8007917348664,2351.1271702691793
568,6753.162346310641,3823.774925379175
569,1702.1097218536447,1673.2932287446051
570,3869.7930218189613,2811.776911911752
571,1918.4085191045713,2088.2058219155506
572,4962.604603012766,3346.0207213292356
573,1384.0023057541898,1507.7691323412982
574,5509.94487537564,3424.2758119832733
575,5369.223972545693,3287.9603816215367
576,7152.916110887914,3916.5611111691182
577,4827.255823990371,3302.081275608102
578,1247.8933876057752,1706.9779688688739
579,1697.8139856987063,1728.3601100274336
580,3725.1853947688624,2808.061482382517
581,2776.4966961803684,2275.6119433365025
582,2422.532123704237,2120.177635591632
583,5182.17343033986,3172.481938150847
584,3030.95514227167,2494.3802550566656
585,2021.7340969838133,1963.9056162114146
586,2047.2917960586526,2086.8692449934347
587,2694.1776757453054,2474.4261435742487
588,6273.027287101181,3566.145805960215
589,3728.415802935361,2730.0366875198156
590,2855.283589370761,2316.3423888904804
591,2011.6126659797724,2009.5749936108903
592,1564.1385966551204,1949.180365700603
593,4439.563578104987,3070.481046380261
594,2205.617758186299,2202.08016000291
595,3492.747813673257,2706.676495952556
596,4406.478439881515,2873.70346492671
597,10304.037184987359,4495.8518543734945
598,4343.888322959295,2712.0415634688975
599,3777.45732491251,2610.0674569451644
600,3094.0300387558627,2715.2162024049776
601,3889.3654840930703,2853.764940084547
602,3487.804403215054,2590.7882599300665
603,6245.551904731869,3403.212389343916
604,5138.851325193715,3281.8019024024297
605,8877.729770630274,4260.661025169693
606,2693.2819078271805,2444.9762815529693
607,4445.452713237625,2952.907701513971
608,2747.0237751461195,2227.492685105763
609,2000.1753508035245,1989.8650147740952
610,3367.2514776172848,2514.5042315393125
611,3328.3599203397193,2592.320897768373
612,2470.31725678529,2179.1116859962913
613,2730.1177281373093,2418.351145853222
614,2540.183625659365,2304.9490958785736
615,3591.9989591900885,2787.8400283641076
616,897.5136808188216,1345.8445111681813
617,2121.16150519349,2118.9051352498773
618,2610.32392983481,2439.2302829000023
619,2326.72702788743,2165.1740406247445
620,1095.045578205218,1764.6490422696054
621,1499.2459472494124,1495.7174052913226
622,4868.2786216654,3180.0548696665624
623,4081.209855136983,2636.697035405278
624,2359.530645455718,2232.7504517657608
625,2147.7456605746625,2000.890131872065
626,3506.5793681900686,2605.6162084644543
627,2651.3732505246558,2403.437426701818
628,3124.8842817236623,2572.0921091051455
629,4745.948407942585,2959.4585631179016
630,3167.912860497521,2655.1716445615375
631,1607.214699650983,1601.037892570231
632,1632.797226101341,1835.4837816173872
633,1114.473343973096,1460.594048931637
634,1044.0797434333144,1545.0573208283824
635,3848.9603786797547,2464.1803501690138
636,2843.7300656041475,2436.004679041196
637,4158.624791924693,2939.0762591252064
638,6508.566333687544,3474.3827493431263
639,1265.4715569043708,1484.8319501711092
640,4000.268447327744,2698.138049180107
641,7145.03080930734,3831.561337856776
642,2725.3442121846915,2429.862969591589
643,3303.2069219651944,2630.5546687113992
644,3930.3340999545067,3009.636871124087
645,2012.6422793068537,2049.7864425937205
646,2538.314159071612,2229.7152397292502
647,3437.7122531953955,2749.9502314262654
648,5163.294668170923,3550.965145165246
649,4950.669379814418,2958.0259667301243
650,5255.330056150825,3175.498151809044
651,1886.4648181981247,2112.4986007313487
652,5706.30155591426,3289.470183475069
653,1240.1383156389936,1637.2775015714578
654,770.214478430751,1308.989171708583
655,2307.257735804959,2171.029296508387
656,1423.7463221781134,1715.382853779989
657,1964.3223643957065,1875.4739953901847
658,1297.0844087026953,1647.3882525678976
659,1420.3209050725363,1602.1903333527146
660,6054.477316861264,3468.4998563005825
661,3181.314093933352,2651.720042019854
662,3057.4658189640336,2570.880430059535
663,4323.742825844205,2895.2426368122165
664,6657.348984357308,3763.7500288875117
665,2124.872287260862,2239.7677029536776
666,4058.1721238672667,3028.015696427259
667,1928.5478469980262,2104.8511594170195
668,5051.259975770279,3412.8518591287325
669,4849.03387439844,2903.99604564455
670,610.917092780913,1231.4433697079198
671,3499.7441632917257,2642.431624357526
672,2362.180275603925,2249.95761220808
673,2557.840377378993,2268.957807967743
674,5028.56137118102,3128.5492541612634
675,2125.4485802291083,2115.8475069174265
676,291.0168242199203,1024.6714187928749
677,1572.9550993204527,1921.5183001110533
678,1791.172042742531,2007.5871900028856
679,478.39918056828293,997.4498402784386
680,4801.361627829733,3078.8981367594165
681,3371.2494123145557,2619.2988463255274
682,1054.3159907395595,1323.5167192757349
683,2502.7517396924095,2342.4164038748468
684,4354.064700964825,3043.2718936929946
685,9663.152749377747,4332.548326331025
686,5099.679558717467,3104.248872809643
687,3809.231366067138,2915.58699391779
688,1326.0898568147059,1656.9191636124945
689,1642.6500320434252,1941.5833390385278
690,2009.1597270768045,2056.8401586753057
691,4228.109522077981,2952.0638268936495
692,3016.672975737987,2567.687183985166
693,1885.4380850840598,1700.6807756604896
694,5807.761517679844,3473.551376582525
695,2107.770092633225,2127.5303559927324
696,2650.189868694998,2382.950879225415
697,555.290862454629,1009.2281403369664
698,1969.1538607132022,2239.1008827772143
699,2039.1907553584465,2178.349585961022
700,4751.399077435814,2974.4628112799332
701,12434.89837236996,5119.17471332542
702,3064.0564645332493,2269.320262368551
703,432.04226280591126,949.9099343252274
704,3340.3916292800395,2708.9695592688863
705,3306.869699422087,2526.5905293853043
706,4154.370259104126,2879.2613797008034
707,4162.155066542727,2909.765363685049
708,1443.3305261904677,1631.8055082416756
709,5972.381786601457,3375.70125094277
710,2776.2311274191643,2124.0644911037543
711,1893.2895922634932,2142.544388811059
712,3837.760051216676,2837.455195461095
713,1911.245990484875,2002.7207423298826
714,1917.5650837252517,1983.3074484943868
715,2282.717591172782,2283.197668746302
716,3461.740511462681,2475.7911454381156
717,2455.789801557852,2229.8012915799427
718,1327.2676249000642,1653.927391022006
719,6698.257764793393,3686.48870917299
720,2401.0753319556966,1954.2574468303358
721,5825.599013594455,3532.0001567330355
722,1789.6221700311482,2035.252138436879
723,6717.6278359411845,3635.854857776417
724,2984.067106574695,2481.7295646191988
725,4886.860985989539,3033.7985458606736
726,2966.512021092894,2387.503310993981
727,2242.0792885761352,2291.3722119099466
728,5174.805134356445,3140.8620495463124
729,5909.149396841605,3617.1647246930397
730,2508.921998950077,2303.468587520149
731,4364.041486746689,3176.956728256914
732,7590.050861752553,3839.087053077722
733,4137.920877610356,3065.8736059516314
734,3643.366362885729,2625.2364178238154
