id,group,value
e1_79,Low dose,3.062935977683944
e1_80,Low dose,6.061856338753803
e1_81,Low dose,0.5984632816859702
e1_82,Low dose,0.7429442150793438
e1_83,Low dose,1.718172005846542
e1_84,Low dose,1.6520845711216068
e1_85,Low dose,1.0630763484230656
e1_86,Low dose,1.759466284467474
e1_87,Low dose,1.1534991149814502
e1_88,Low dose,3.2461756249083735
e1_89,Low dose,1.8262350127324187
e1_90,Low dose,0.5870187478153581
e1_91,Low dose,2.8545392998342183
e1_92,Low dose,1.700054833700255
e1_93,Low dose,1.626719339386227
e1_94,Low dose,1.780532760334757
e1_95,Low dose,1.1622509954907247
e1_96,Low dose,4.1782107223405225
e1_97,Low dose,1.057566600391799
e1_98,Low dose,2.2353040292162243
e1_99,Low dose,2.889131956894172
e1_100,Low dose,1.0696753938206143
e1_101,Low dose,1.650869337040176
e1_102,Low dose,4.162930731187965
e1_103,Low dose,1.2245873736225312
e1_104,Low dose,5.147974012510808
e1_105,Low dose,1.3494155939128651
e1_106,Low dose,1.3988231744234674
e1_107,Low dose,0.9649535043603277
e1_108,Low dose,1.1712804435353152
e1_109,Low dose,0.44069135349833416
e1_110,Low dose,3.2848015020167898
e1_111,Low dose,1.3361349687558095
e1_112,Low dose,2.4726637068252337
e1_113,Low dose,1.1177719475362036
e1_114,Low dose,2.6222323785140773
e1_115,Low dose,0.8747560231496004
e1_116,Low dose,2.1235844286865837
e1_117,Low dose,2.460504649814934
e1_118,Low dose,1.3380233425229489
e1_119,Low dose,2.4417286011841695
e1_120,Low dose,0.7507543811356204
e1_121,Low dose,1.4375559083847955
e1_122,Low dose,2.6373977016513686
e1_123,Low dose,0.9559276538676142
e1_124,Low dose,2.0915464362238434
e1_125,Low dose,2.696297435736703
e1_126,Low dose,2.469348784375217
e1_127,Low dose,2.6953051818013267
e1_128,Low dose,1.9357694911755807
e1_129,Low dose,2.1714372183863055
e1_130,Low dose,1.6810052967675733
e1_131,Low dose,3.105005181499063
e1_132,Low dose,1.2180858429205095
e1_133,Low dose,2.8197149329382256
e1_134,Low dose,2.7349333706249124
e1_135,Low dose,1.2636477941320061
e1_136,Low dose,2.2170631102226332
e1_137,Low dose,1.2467863258521077
e1_138,Low dose,2.1048263487308856
e1_139,Low dose,2.051270786425833
e1_140,Low dose,0.5884558388547625
e1_141,Low dose,1.5089091014923766
e1_142,Low dose,1.5391900741238667
e1_143,Low dose,1.0670981594647104
e1_144,Low dose,0.7624392601732389
e1_145,Low dose,1.3030541193901823
e1_146,Low dose,0.74375080165302
e1_147,Low dose,1.4812928891888066
e1_148,Low dose,1.734824213979081
e1_149,Low dose,2.1801555889598268
e2_0,High dose,4.894497883610141
e2_1,High dose,4.053782807723013
e2_2,High dose,2.742866456209256
e2_3,High dose,1.5183196828976526
e2_4,High dose,2.9531780489226165
e2_5,High dose,6.636716076922231
e2_6,High dose,1.2275127107212118
e2_7,High dose,3.718628681477732
e2_8,High dose,2.63670521026248
e2_9,High dose,3.22543585046796
e2_10,High dose,2.810898002957726
e2_11,High dose,0.7592875061577902
e2_12,High dose,2.0431975061895726
e2_13,High dose,2.0144632129046656
e2_14,High dose,4.01100328261137
e2_15,High dose,2.7009413955074897
e2_16,High dose,2.5082960236393443
e2_17,High dose,6.108952232178688
e2_18,High dose,1.8574192309470534
e2_19,High dose,1.9251588153622112
e2_20,High dose,2.3161371739496532
e2_21,High dose,4.720896690440456
e2_22,High dose,4.985091933911507
e2_23,High dose,2.1752526562669776
e2_24,High dose,3.6630332072342426
e2_25,High dose,2.345139959944558
e2_26,High dose,1.9739430790406276
e2_27,High dose,2.112365217054784
e2_28,High dose,3.333017015402617
e2_29,High dose,1.4862593564966227
e2_30,High dose,0.9769798091086533
e2_31,High dose,2.1855651499196034
e2_32,High dose,1.614315524715074
e2_33,High dose,2.3922799985659178
e2_34,High dose,3.8648951888795513
e2_35,High dose,0.7106553484582635
e2_36,High dose,2.3173208285717055
e2_37,High dose,2.537444735180805
e2_38,High dose,5.05288001315047
e2_39,High dose,1.3453817242011772
e2_40,High dose,3.358105415960937
e2_41,High dose,3.970094520602213
e2_42,High dose,1.220656522299687
e2_43,High dose,3.958751800294528
e2_44,High dose,4.250992916704252
e2_45,High dose,3.29819539925854
e2_46,High dose,1.111192335810799
e2_47,High dose,0.9337192077414989
e2_48,High dose,2.6090809312310648
e2_49,High dose,4.28668822423681
e2_50,High dose,1.0587132275464035
e2_51,High dose,3.287469520635768
e2_52,High dose,2.651128906982087
e2_53,High dose,1.5581251144147656
e2_54,High dose,1.7437885896589866
e2_55,High dose,2.8238721426284754
e2_56,High dose,1.5656562661521989
e2_57,High dose,4.165191704797518
e2_58,High dose,7.64030416483447
e2_59,High dose,1.9549967834348574
e2_60,High dose,2.818351685854097
e2_61,High dose,1.4470575254754399
e2_62,High dose,0.8081195908036174
e2_63,High dose,0.9447230720695521
e2_64,High dose,2.8613077125670427
e2_65,High dose,3.3497191556890273
e2_66,High dose,1.9392443355532525
e2_67,High dose,2.405678191121011
e2_68,High dose,2.816338318394176
e2_69,High dose,2.1842025500954967
e2_70,High dose,1.75930939770614
e2_71,High dose,1.940729980243405
e2_72,High dose,2.332242547675268
e2_73,High dose,3.7207178962839085
e2_74,High dose,2.7895995999391365
e2_75,High dose,4.358617208374479
e2_76,High dose,2.18407004935222
e2_77,High dose,3.89959711683999
e2_78,High dose,2.2709844009536977
e2_79,High dose,3.3210473903204853
e2_80,High dose,3.7262905312702883
e2_81,High dose,2.893444792907915
e2_82,High dose,3.0298207205361045
e2_83,High dose,1.7861979318936592
e2_84,High dose,3.020812228506404
e2_85,High dose,1.7071262881925247
e2_86,High dose,2.1524023121330815
e2_87,High dose,0.6161647959566505
e2_88,High dose,1.8629370825759195
e2_89,High dose,2.012246181159768
e2_90,High dose,2.5703116989387205
e2_91,High dose,2.9836155590457953
e2_92,High dose,2.8754086577913567
e2_93,High dose,1.3619500944289202
e2_94,High dose,7.692516779415963
e2_95,High dose,4.286626697485744
e2_96,High dose,4.229326179627003
e2_97,High dose,5.49593614307337
e2_98,High dose,1.578352137669225
e2_99,High dose,1.761817100175842
e2_100,High dose,4.585300202585183
e2_101,High dose,1.3787658336289355
e2_102,High dose,3.0554569048295543
e2_103,High dose,2.2649252878481114
e2_104,High dose,0.9798289502445191
e2_105,High dose,3.154073203222061
e2_106,High dose,6.184336516666883
e2_107,High dose,1.4974482532399205
e2_108,High dose,1.6463886643708423
e2_109,High dose,5.308356546439659
e2_110,High dose,1.0308819268446126
e2_111,High dose,5.853980913623987
e2_112,High dose,2.623369483522435
e2_113,High dose,2.220004519105368
e2_114,High dose,2.1953544091213453
e2_115,High dose,0.6194801472514317
e2_116,High dose,0.8211836813960993
e2_117,High dose,1.130087383715231
e2_118,High dose,3.0037410268417415
e2_119,High dose,2.5326866066313487
e2_120,High dose,1.855762943370453
e2_121,High dose,1.9203421038594068
e2_122,High dose,3.280941559456157
e2_123,High dose,1.7951753022124655
e2_124,High dose,3.8995874030422812
e2_125,High dose,0.9679039413322191
e2_126,High dose,4.677263620219928
e2_127,High dose,1.2125233132647264
e2_128,High dose,2.350051398642381
e2_129,High dose,1.7349351466959548
e2_130,High dose,1.5559763116132128
e2_131,High dose,3.4094795038473995
e2_132,High dose,4.727745193120678
e2_133,High dose,1.443160643476048
e2_134,High dose,2.0470606169677747
e2_135,High dose,1.937182189960177
e2_136,High dose,1.937691650211296
e2_137,High dose,3.3854407160639135
e2_138,High dose,5.160137912481059
e2_139,High dose,2.763113403979229
e2_140,High dose,1.3613784666743272
e2_141,High dose,3.2369565656233825
e2_142,High dose,1.8582969366615165
e2_143,High dose,1.8894737415675775
e2_144,High dose,1.0854946863034347
e2_145,High dose,2.3154901110405617
e2_146,High dose,3.159463964980787
e2_147,High dose,3.8900158797531206
e2_148,High dose,0.8622411604267882
e2_149,High dose,2.3010515919521333
