gene,time,value,module
Gene 14,0.7627118644067796,0.2893064184339258,Middle
Gene 14,0.7796610169491526,0.22474026824436322,Middle
Gene 14,0.7966101694915254,0.1798210160706017,Middle
Gene 14,0.8135593220338984,0.14960175848401708,Middle
Gene 14,0.8305084745762712,0.1299327169201684,Middle
Gene 14,0.847457627118644,0.11754140787958016,Middle
Gene 14,0.864406779661017,0.10998279146655193,Middle
Gene 14,0.8813559322033898,0.10551707381551678,Middle
Gene 14,0.8983050847457628,0.10296097563433643,Middle
Gene 14,0.9152542372881356,0.10154322807691639,Middle
Gene 14,0.9322033898305084,0.10078107842534215,Middle
Gene 14,0.9491525423728814,0.10038390910435546,Middle
Gene 14,0.9661016949152542,0.10018324470085134,Middle
Gene 14,0.9830508474576272,0.10008493832272966,Middle
Gene 14,1.0,0.10003823359897564,Middle
Gene 10,0.0,0.10219768045784616,Middle
Gene 10,0.01694915254237288,0.10415081929557918,Middle
Gene 10,0.03389830508474576,0.10761328961486176,Middle
Gene 10,0.05084745762711865,0.11356063786937884,Middle
Gene 10,0.06779661016949153,0.12345617156239581,Middle
Gene 10,0.0847457627118644,0.13940064976575314,Middle
Gene 10,0.1016949152542373,0.1642715660149402,Middle
Gene 10,0.11864406779661017,0.20181309115652674,Middle
Gene 10,0.13559322033898305,0.25662374648134617,Middle
Gene 10,0.15254237288135594,0.333981131357036,Middle
Gene 10,0.1694915254237288,0.4394480423790137,Middle
Gene 10,0.1864406779661017,0.5782280258697952,Middle
Gene 10,0.2033898305084746,0.7542835215707738,Middle
Gene 10,0.22033898305084745,0.9692930046678055,Middle
Gene 10,0.23728813559322035,1.2215938791332248,Middle
Gene 10,0.2542372881355932,1.5053170642912135,Middle
Gene 10,0.2711864406779661,1.8099454364693357,Middle
Gene 10,0.288135593220339,2.120502669939414,Middle
Gene 10,0.3050847457627119,2.418493316630796,Middle
Gene 10,0.3220338983050847,2.68357760572764,Middle
Gene 10,0.3389830508474576,2.8958020440029446,Middle
Gene 10,0.3559322033898305,3.0380593748647686,Middle
Gene 10,0.3728813559322034,3.0983612856479765,Middle
Gene 10,0.3898305084745763,3.0715059126083375,Middle
Gene 10,0.4067796610169492,2.9598185526421212,Middle
Gene 10,0.423728813559322,2.7728193284883837,Middle
Gene 10,0.4406779661016949,2.525883668244639,Middle
Gene 10,0.4576271186440678,2.23815695248067,Middle
Gene 10,0.4745762711864407,1.9301152337115905,Middle
Gene 10,0.4915254237288136,1.6212007608444874,Middle
Gene 10,0.5084745762711864,1.327902476645229,Middle
Gene 10,0.5254237288135594,1.062521546487546,Middle
Gene 10,0.5423728813559322,0.8327001635708271,Middle
Gene 10,0.559322033898305,0.6416407868075308,Middle
Gene 10,0.576271186440678,0.48883529154496963,Middle
Gene 10,0.5932203389830508,0.3710748551097883,Middle
Gene 10,0.6101694915254238,0.28351942360765703,Middle
Gene 10,0.6271186440677966,0.22065465502141102,Middle
Gene 10,0.6440677966101694,0.17703274456522608,Middle
Gene 10,0.6610169491525424,0.14776127414133006,Middle
Gene 10,0.6779661016949152,0.1287571392372421,Middle
Gene 10,0.6949152542372882,0.11681452873777942,Middle
Gene 10,0.711864406779661,0.10954757245602947,Middle
Gene 10,0.7288135593220338,0.10526466170254331,Middle
Gene 10,0.7457627118644068,0.10281914373761543,Middle
Gene 10,0.7627118644067796,0.10146599744365772,Middle
Gene 10,0.7796610169491526,0.10074031824052027,Middle
Gene 10,0.7966101694915254,0.10036305542484406,Middle
Gene 10,0.8135593220338984,0.1001729006613211,Middle
Gene 10,0.8305084745762712,0.10007996309988215,Middle
Gene 10,0.847457627118644,0.10003591301217069,Middle
Gene 10,0.864406779661017,0.10001566330075722,Middle
Gene 10,0.8813559322033898,0.1000066341301126,Middle
Gene 10,0.8983050847457628,0.10000272868828429,Middle
Gene 10,0.9152542372881356,0.10000108991620817,Middle
Gene 10,0.9322033898305084,0.10000042276744697,Middle
Gene 10,0.9491525423728814,0.10000015924991569,Middle
Gene 10,0.9661016949152542,0.10000005825405028,Middle
Gene 10,0.9830508474576272,0.10000002069389709,Middle
Gene 10,1.0,0.10000000713884065,Middle
Gene 20,0.0,0.10000000000044959,Late
Gene 20,0.01694915254237288,0.10000000000165146,Late
Gene 20,0.03389830508474576,0.1000000000058911,Late
Gene 20,0.05084745762711865,0.10000000002040772,Late
Gene 20,0.06779661016949153,0.10000000006865332,Late
Gene 20,0.0847457627118644,0.10000000022428387,Late
Gene 20,0.1016949152542373,0.10000000071154731,Late
Gene 20,0.11864406779661017,0.1000000021921929,Late
Gene 20,0.13559322033898305,0.10000000655877897,Late
Gene 20,0.15254237288135594,0.10000001905620724,Late
Gene 20,0.1694915254237288,0.10000005376741825,Late
Gene 20,0.1864406779661017,0.10000014732319976,Late
Gene 20,0.2033898305084746,0.10000039200566739,Late
Gene 20,0.22033898305084745,0.10000101293783316,Late
Gene 20,0.23728813559322035,0.10000254180647832,Late
Gene 20,0.2542372881355932,0.10000619400306142,Late
Gene 20,0.2711864406779661,0.10001465782703287,Late
Gene 20,0.288135593220339,0.10003368503577627,Late
Gene 20,0.3050847457627119,0.10007517504154723,Late
Gene 20,0.3220338983050847,0.10016292194423802,Late
Gene 20,0.3389830508474576,0.10034288993315316,Late
Gene 20,0.3559322033898305,0.1007008081264671,Late
Gene 20,0.3728813559322034,0.10139095399746037,Late
Gene 20,0.3898305084745763,0.10268099280330002,Late
Gene 20,0.4067796610169492,0.10501819776758654,Late
Gene 20,0.423728813559322,0.10912156045977867,Late
Gene 20,0.4406779661016949,0.11610125591344016,Late
Gene 20,0.4576271186440678,0.1276006689375723,Late
Gene 20,0.4745762711864407,0.1459461056087295,Late
Gene 20,0.4915254237288136,0.17427575047647198,Late
Gene 20,0.5084745762711864,0.21660431825920967,Late
Gene 20,0.5254237288135594,0.27776713092836236,Late
Gene 20,0.5423728813559322,0.3631828197731346,Late
Gene 20,0.559322033898305,0.47838407645427816,Late
Gene 20,0.576271186440678,0.6282961079297714,Late
Gene 20,0.5932203389830508,0.816293836345707,Late
Gene 20,0.6101694915254238,1.0431358655847904,Late
Gene 20,0.6271186440677966,1.305942359837092,Late
Gene 20,0.6440677966101694,1.5974353585504029,Late
Gene 20,0.6610169491525424,1.9056719876065789,Late
Gene 20,0.6779661016949152,2.2144571134081374,Late
Gene 20,0.6949152542372882,2.5045186215515796,Late
Gene 20,0.711864406779661,2.755379829853666,Late
Gene 20,0.7288135593220338,2.9477010987137873,Late
Gene 20,0.7457627118644068,3.065728543435658,Late
Gene 20,0.7627118644067796,3.0994224292607826,Late
Gene 20,0.7796610169491526,3.0458668677421867,Late
Gene 20,0.7966101694915254,2.909686343489765,Late
Gene 20,0.8135593220338984,2.702386568078169,Late
Gene 20,0.8305084745762712,2.4407499367895564,Late
Gene 20,0.847457627118644,2.1445958521766335,Late
Gene 20,0.864406779661017,1.8343197668516926,Late
Gene 20,0.8813559322033898,1.5286311524090914,Late
Gene 20,0.8983050847457628,1.242826497985233,Late
Gene 20,0.9152542372881356,0.9877889404254053,Late
Gene 20,0.9322033898305084,0.7697433390199043,Late
Gene 20,0.9491525423728814,0.5906551017651123,Late
Gene 20,0.9661016949152542,0.4490707654722481,Late
Gene 20,0.9830508474576272,0.3411681107576779,Late
Gene 20,1.0,0.26180633747151993,Late
Gene 11,0.0,0.10046563999258737,Middle
Gene 11,0.01694915254237288,0.1009399582815999,Middle
Gene 11,0.03389830508474576,0.10184262146950138,Middle
Gene 11,0.05084745762711865,0.1035077846154499,Middle
Gene 11,0.06779661016949153,0.1064848353590349,Middle
Gene 11,0.0847457627118644,0.11164217795391702,Middle
Gene 11,0.1016949152542373,0.12029732266271498,Middle
Gene 11,0.11864406779661017,0.1343646971981053,Middle
Gene 11,0.13559322033898305,0.15650092147832512,Middle
Gene 11,0.15254237288135594,0.19021272128781527,Middle
Gene 11,0.1694915254237288,0.23987795678140184,Middle
Gene 11,0.1864406779661017,0.31062019941414865,Middle
Gene 11,0.2033898305084746,0.4079782187570711,Middle
Gene 11,0.22033898305084745,0.5373299591120712,Middle
Gene 11,0.23728813559322035,0.7030699651130933,Middle
Gene 11,0.2542372881355932,0.9075983321126371,Middle
Gene 11,0.2711864406779661,1.150249226778996,Middle
Gene 11,0.288135593220339,1.426351311236127,Middle
Gene 11,0.3050847457627119,1.7266496165472776,Middle
Gene 11,0.3220338983050847,2.0373081375369897,Middle
Gene 11,0.3389830508474576,2.340642832304195,Middle
Gene 11,0.3559322033898305,2.61660936399063,Middle
Gene 11,0.3728813559322034,2.844910738325841,Middle
Gene 11,0.3898305084745763,3.0074341527730444,Middle
Gene 11,0.4067796610169492,3.0906169647909856,Middle
Gene 11,0.423728813559322,3.087314459533782,Middle
Gene 11,0.4406779661016949,2.997812843113024,Middle
Gene 11,0.4576271186440678,2.8297883013721243,Middle
Gene 11,0.4745762711864407,2.5972202448673056,Middle
Gene 11,0.4915254237288136,2.318472090252999,Middle
Gene 11,0.5084745762711864,2.013904815652006,Middle
Gene 11,0.5254237288135594,1.7034519290171453,Middle
Gene 11,0.5423728813559322,1.40455020443749,Middle
Gene 11,0.559322033898305,1.1307062117329845,Middle
Gene 11,0.576271186440678,0.8908210723876487,Middle
Gene 11,0.5932203389830508,0.6892380943141186,Middle
Gene 11,0.6101694915254238,0.5263562590135097,Middle
Gene 11,0.6271186440677966,0.39958751665937087,Middle
Gene 11,0.6440677966101694,0.3044297166270571,Middle
Gene 11,0.6610169491525424,0.23546702199551464,Middle
Gene 11,0.6779661016949152,0.18717508595384635,Middle
Gene 11,0.6949152542372882,0.1544779087969846,Middle
Gene 11,0.711864406779661,0.13306113171280382,Middle
Gene 11,0.7288135593220338,0.1194842748301667,Middle
Gene 11,0.7457627118644068,0.11115115933191885,Middle
Gene 11,0.7627118644067796,0.10619762135146661,Middle
Gene 11,0.7796610169491526,0.10334502448102036,Middle
Gene 11,0.7966101694915254,0.10175324579292533,Middle
Gene 11,0.8135593220338984,0.1008923917646823,Middle
Gene 11,0.8305084745762712,0.10044110049550428,Middle
Gene 11,0.847457627118644,0.10021173311211483,Middle
Gene 11,0.864406779661017,0.10009869820622783,Middle
Gene 11,0.8813559322033898,0.10004467854094122,Middle
Gene 11,0.8983050847457628,0.10001964074457496,Middle
Gene 11,0.9152542372881356,0.10000838467352231,Middle
Gene 11,0.9322033898305084,0.10000347603074967,Middle
Gene 11,0.9491525423728814,0.10000139942718385,Middle
Gene 11,0.9661016949152542,0.10000054712460422,Middle
Gene 11,0.9830508474576272,0.10000020772627274,Middle
Gene 11,1.0,0.10000007658890409,Middle
Gene 06,0.0,0.34102550763834555,Early
Gene 06,0.01694915254237288,0.44888009274022234,Early
Gene 06,0.03389830508474576,0.5904092074371942,Early
Gene 06,0.05084745762711865,0.7694378832783674,Early
Gene 06,0.06779661016949153,0.9874240587863902,Early
Gene 06,0.0847457627118644,1.2424083148805427,Early
Gene 06,0.1016949152542373,1.5281727938320337,Early
Gene 06,0.11864406779661017,1.8338415227650513,Early
Gene 06,0.13559322033898305,2.1441242321707583,Early
Gene 06,0.15254237288135594,2.4403155449144953,Early
Gene 06,0.1694915254237288,2.7020209652759895,Early
Gene 06,0.1864406779661017,2.909418313733814,Early
Gene 06,0.2033898305084746,3.0457186898586195,Early
Gene 06,0.22033898305084745,3.099406821487212,Early
Gene 06,0.23728813559322035,3.0658468615099026,Early
Gene 06,0.2542372881355932,2.947943141495345,Early
Gene 06,0.2711864406779661,2.7557252911201795,Early
Gene 06,0.288135593220339,2.504939901469483,Early
Gene 06,0.3050847457627119,2.21492295003644,Early
Gene 06,0.3220338983050847,1.9061512475327733,Early
Gene 06,0.3389830508474576,1.5979003572444899,Early
Gene 06,0.3559322033898305,1.3063712448035474,Early
Gene 06,0.3728813559322034,1.0435138348146864,Early
Gene 06,0.3898305084745763,0.8166132138599422,Early
Gene 06,0.4067796610169492,0.6285554981747311,Early
Gene 06,0.423728813559322,0.47858693388350304,Early
Gene 06,0.4406779661016949,0.36333579169495855,Early
Gene 06,0.4576271186440678,0.2778784777536811,Early
Gene 06,0.4745762711864407,0.2166826169620273,Early
Gene 06,0.4915254237288136,0.17432897795117447,Early
Gene 06,0.5084745762711864,0.14598110510411233,Early
Gene 06,0.5254237288135594,0.12762293948595094,Early
Gene 06,0.5423728813559322,0.1161149745006787,Early
Gene 06,0.559322033898305,0.1091297439321966,Early
Gene 06,0.576271186440678,0.10502292639761349,Early
Gene 06,0.5932203389830508,0.10268364011721394,Early
Gene 06,0.6101694915254238,0.10139239027065379,Early
Gene 06,0.6271186440677966,0.10070156340622634,Early
Gene 06,0.6440677966101694,0.10034327495549135,Early
Gene 06,0.6610169491525424,0.10016311224098075,Early
Gene 06,0.6779661016949152,0.10007526624207544,Early
Gene 06,0.6949152542372882,0.1000337274226431,Early
Gene 06,0.711864406779661,0.10001467693329011,Early
Gene 06,0.7288135593220338,0.10000620235655841,Early
Gene 06,0.7457627118644068,0.10000254534925443,Early
Gene 06,0.7627118644067796,0.1000010143954145,Early
Gene 06,0.7796610169491526,0.10000039258745401,Early
Gene 06,0.7966101694915254,0.10000014754850024,Early
Gene 06,0.8135593220338984,0.10000005385207299,Early
Gene 06,0.8305084745762712,0.10000001908707129,Early
Gene 06,0.847457627118644,0.10000000656969804,Early
Gene 06,0.864406779661017,0.1000000021959415,Early
Gene 06,0.8813559322033898,0.10000000071279619,Early
Gene 06,0.8983050847457628,0.10000000022468766,Early
Gene 06,0.9152542372881356,0.10000000006878003,Early
Gene 06,0.9322033898305084,0.1000000000204463,Early
Gene 06,0.9491525423728814,0.1000000000059025,Early
Gene 06,0.9661016949152542,0.10000000000165474,Early
Gene 06,0.9830508474576272,0.10000000000045049,Early
Gene 06,1.0,0.1000000000001191,Early
Gene 16,0.0,0.10000002066050646,Middle
Gene 16,0.01694915254237288,0.10000005816267744,Middle
Gene 16,0.03389830508474576,0.10000015900729924,Middle
Gene 16,0.05084745762711865,0.10000042214240018,Middle
Gene 16,0.06779661016949153,0.10000108835388682,Middle
Gene 16,0.0847457627118644,0.10000272489977831,Middle
Gene 16,0.1016949152542373,0.10000662521807493,Middle
Gene 16,0.11864406779661017,0.10001564296472501,Middle
Gene 16,0.13559322033898305,0.10003586800299727,Middle
Gene 16,0.15254237288135594,0.100079866485207,Middle
Gene 16,0.1694915254237288,0.10017269954391292,Middle
Gene 16,0.1864406779661017,0.1003626494744894,Middle
Gene 16,0.2033898305084746,0.10073952380405542,Middle
Gene 16,0.22033898305084745,0.10146449032388122,Middle
Gene 16,0.23728813559322035,0.10281637252446027,Middle
Gene 16,0.2542372881355932,0.10525972374695637,Middle
Gene 16,0.2711864406779661,0.1095390475533801,Middle
Gene 16,0.288135593220339,0.11680027290518875,Middle
Gene 16,0.3050847457627119,0.1287340539389518,Middle
Gene 16,0.3220338983050847,0.14772508519387398,Middle
Gene 16,0.3389830508474576,0.17697784794645532,Middle
Gene 16,0.3559322033898305,0.2205741092016135,Middle
Gene 16,0.3728813559322034,0.2834051819565221,Middle
Gene 16,0.3898305084745763,0.37091832739460284,Middle
Gene 16,0.4067796610169492,0.48862829093692683,Middle
Gene 16,0.423728813559322,0.6413768529882142,Middle
Gene 16,0.4406779661016949,0.832376157145126,Middle
Gene 16,0.4576271186440678,1.0621393005407358,Middle
Gene 16,0.4745762711864407,1.3274701951429997,Middle
Gene 16,0.4915254237288136,1.6207338044452069,Middle
Gene 16,0.5084745762711864,1.9296359620983776,Middle
Gene 16,0.5254237288135594,2.237693414087779,Middle
Gene 16,0.5423728813559322,2.525467133652843,Middle
Gene 16,0.559322033898305,2.7724809146104263,Middle
Gene 16,0.576271186440678,2.9595854206733896,Middle
Gene 16,0.5932203389830508,3.0713976767463347,Middle
Gene 16,0.6101694915254238,3.098387289581414,Middle
Gene 16,0.6271186440677966,3.0382173603304254,Middle
Gene 16,0.6440677966101694,2.8960784744902504,Middle
Gene 16,0.6610169491525424,2.6839495809932306,Middle
Gene 16,0.6779661016949152,2.418931702551822,Middle
Gene 16,0.6949152542372882,2.1209758508789567,Middle
Gene 16,0.711864406779661,1.8104230228867375,Middle
Gene 16,0.7288135593220338,1.5057729642554254,Middle
Gene 16,0.7457627118644068,1.2220083353508329,Middle
Gene 16,0.7627118644067796,0.9696534482560941,Middle
Gene 16,0.7796610169491526,0.7545843333710792,Middle
Gene 16,0.7966101694915254,0.5784694723167062,Middle
Gene 16,0.8135593220338984,0.4396347384466046,Middle
Gene 16,0.8305084745762712,0.33412037883891643,Middle
Gene 16,0.847457627118644,0.25672402459640675,Middle
Gene 16,0.864406779661017,0.20188287143534728,Middle
Gene 16,0.8813559322033898,0.16431851678862688,Middle
Gene 16,0.8983050847457628,0.13943121040798745,Middle
Gene 16,0.9152542372881356,0.1234754237300085,Middle
Gene 16,0.9322033898305084,0.11357238013288898,Middle
Gene 16,0.9491525423728814,0.10762022567111676,Middle
Gene 16,0.9661016949152542,0.10415478825055863,Middle
Gene 16,0.9830508474576272,0.10219988105679355,Middle
Gene 16,1.0,0.10113114622042815,Middle
Gene 09,0.0,0.10891913948823537,Middle
Gene 09,0.01694915254237288,0.11576170562629161,Middle
Gene 09,0.03389830508474576,0.12704909329076242,Middle
Gene 09,0.05084745762711865,0.1450787074398316,Middle
Gene 09,0.06779661016949153,0.17295573571536993,Middle
Gene 09,0.0847457627118644,0.2146612498580763,Middle
Gene 09,0.1016949152542373,0.27500205357879315,Middle
Gene 09,0.11864406779661017,0.35938141909770616,Middle
Gene 09,0.13559322033898305,0.47333939766307953,Middle
Gene 09,0.15254237288135594,0.621840794120834,Middle
Gene 09,0.1694915254237288,0.8083395216440942,Middle
Gene 09,0.1864406779661017,1.0337146323517201,Middle
Gene 09,0.2033898305084746,1.2952426978442235,Middle
Gene 09,0.22033898305084745,1.5858236848924985,Middle
Gene 09,0.23728813559322035,1.8936912860951778,Middle
Gene 09,0.2542372881355932,2.2027970695362598,Middle
Gene 09,0.2711864406779661,2.4939565921295697,Middle
Gene 09,0.288135593220339,2.746698206945818,Middle
Gene 09,0.3050847457627119,2.9415926344829666,Middle
Gene 09,0.3220338983050847,3.0627053184486273,Middle
Gene 09,0.3389830508474576,3.099745008098768,Middle
Gene 09,0.3559322033898305,3.049507229203711,Middle
Gene 09,0.3728813559322034,2.9163318982702333,Middle
Gene 09,0.3898305084745763,2.711484465186191,Middle
Gene 09,0.4067796610169492,2.451582950552704,Middle
Gene 09,0.423728813559322,2.1563754119595413,Middle
Gene 09,0.4406779661016949,1.8462794584823157,Middle
Gene 09,0.4576271186440678,1.5401055759666817,Middle
Gene 09,0.4745762711864407,1.2533049656930992,Middle
Gene 09,0.4915254237288136,0.9969396760367714,Middle
Gene 09,0.5084745762711864,0.7774099203010609,Middle
