lineage,time,mean,lower,upper
Early programme,0.6440677966101694,0.20535411220555677,0.04535411220555677,0.3653541122055568
Early programme,0.6610169491525424,0.19189325528806472,0.03189325528806472,0.3518932552880647
Early programme,0.6779661016949152,0.1793147506497997,0.019314750649799706,0.3393147506497997
Early programme,0.6949152542372882,0.16756076055060656,0.00756076055060656,0.32756076055060657
Early programme,0.711864406779661,0.15657723848458577,-0.0034227615154142355,0.31657723848458574
Early programme,0.7288135593220338,0.14631368066662848,-0.013686319333371527,0.30631368066662845
Early programme,0.7457627118644068,0.13672289380888272,-0.02327710619111728,0.2967228938088827
Early programme,0.7627118644067796,0.12776077811935327,-0.032239221880646735,0.2877607781193533
Early programme,0.7796610169491526,0.11938612452483165,-0.04061387547516836,0.27938612452483164
Early programme,0.7966101694915254,0.11156042518576019,-0.048439574814239814,0.2715604251857602
Early programme,0.8135593220338984,0.10424769643174862,-0.05575230356825138,0.2642476964317486
Early programme,0.8305084745762712,0.09741431330357804,-0.06258568669642196,0.25741431330357806
Early programme,0.847457627118644,0.09102885494089076,-0.06897114505910924,0.2510288549408908
Early programme,0.864406779661017,0.08506196010463868,-0.07493803989536132,0.24506196010463868
Early programme,0.8813559322033898,0.07948619216996099,-0.08051380783003902,0.23948619216996098
Early programme,0.8983050847457628,0.07427591296870929,-0.08572408703129071,0.2342759129687093
Early programme,0.9152542372881356,0.06940716490153119,-0.09059283509846881,0.22940716490153118
Early programme,0.9322033898305084,0.06485756077744588,-0.09514243922255412,0.2248575607774459
Early programme,0.9491525423728814,0.06060618087437951,-0.0993938191256205,0.2206061808743795
Early programme,0.9661016949152542,0.05663347674732973,-0.10336652325267028,0.21663347674732975
Early programme,0.9830508474576272,0.05292118134185555,-0.10707881865814445,0.21292118134185556
Early programme,1.0,0.04945222499958229,-0.11054777500041771,0.2094522249995823
Transient programme,0.0,0.0021619376572435357,-0.15783806234275646,0.16216193765724354
Transient programme,0.01694915254237288,0.0034299743104749206,-0.15657002568952508,0.16342997431047493
Transient programme,0.03389830508474576,0.005355827473245717,-0.15464417252675428,0.16535582747324573
Transient programme,0.05084745762711865,0.008230956383869855,-0.15176904361613014,0.16823095638386987
Transient programme,0.06779661016949153,0.012449790183865163,-0.14755020981613484,0.17244979018386516
Transient programme,0.0847457627118644,0.01853368487971248,-0.1414663151202875,0.1785336848797125
Transient programme,0.1016949152542373,0.02715498249849707,-0.13284501750150293,0.18715498249849707
Transient programme,0.11864406779661017,0.039158431717965736,-0.12084156828203427,0.19915843171796574
Transient programme,0.13559322033898305,0.05557622746193734,-0.10442377253806266,0.21557622746193733
Transient programme,0.15254237288135594,0.0776320128739617,-0.08236798712603831,0.23763201287396168
Transient programme,0.1694915254237288,0.10672855774226507,-0.05327144225773493,0.26672855774226506
Transient programme,0.1864406779661017,0.144413716534974,-0.015586283465025996,0.304413716534974
Transient programme,0.2033898305084746,0.19231991540581764,0.032319915405817634,0.35231991540581764
Transient programme,0.22033898305084745,0.2520740180342477,0.09207401803424772,0.4120740180342477
Transient programme,0.23728813559322035,0.3251770741748169,0.1651770741748169,0.4851770741748169
Transient programme,0.2542372881355932,0.4128571064938175,0.25285710649381754,0.5728571064938175
Transient programme,0.2711864406779661,0.5159024854569964,0.3559024854569963,0.6759024854569964
Transient programme,0.288135593220339,0.6344881072619687,0.47448810726196866,0.7944881072619687
Transient programme,0.3050847457627119,0.7680108622643421,0.6080108622643421,0.9280108622643422
Transient programme,0.3220338983050847,0.9149539766948567,0.7549539766948566,1.0749539766948566
Transient programme,0.3389830508474576,1.0728009415083337,0.9128009415083337,1.2328009415083336
Transient programme,0.3559322033898305,1.238018268288032,1.0780182682880322,1.398018268288032
Transient programme,0.3728813559322034,1.4061218948973677,1.2461218948973678,1.5661218948973676
Transient programme,0.3898305084745763,1.57183479594598,1.41183479594598,1.7318347959459799
Transient programme,0.4067796610169492,1.7293338272692063,1.5693338272692063,1.8893338272692062
Transient programme,0.423728813559322,1.8725731209295362,1.7125731209295363,2.0325731209295363
Transient programme,0.4406779661016949,1.995660879191264,1.835660879191264,2.155660879191264
Transient programme,0.4576271186440678,2.0932577752407733,1.9332577752407734,2.2532577752407734
Transient programme,0.4745762711864407,2.160959822757474,2.0009598227574736,2.320959822757474
Transient programme,0.4915254237288136,2.195627603514298,2.035627603514298,2.3556276035142982
Transient programme,0.5084745762711864,2.195627603514298,2.035627603514298,2.3556276035142982
Transient programme,0.5254237288135594,2.160959822757474,2.0009598227574736,2.320959822757474
Transient programme,0.5423728813559322,2.0932577752407733,1.9332577752407734,2.2532577752407734
Transient programme,0.559322033898305,1.9956608791912642,1.8356608791912643,2.1556608791912644
Transient programme,0.576271186440678,1.8725731209295362,1.7125731209295363,2.0325731209295363
Transient programme,0.5932203389830508,1.7293338272692063,1.5693338272692063,1.8893338272692062
Transient programme,0.6101694915254238,1.5718347959459795,1.4118347959459796,1.7318347959459794
Transient programme,0.6271186440677966,1.4061218948973677,1.2461218948973678,1.5661218948973676
Transient programme,0.6440677966101694,1.2380182682880323,1.0780182682880324,1.3980182682880322
Transient programme,0.6610169491525424,1.0728009415083337,0.9128009415083337,1.2328009415083336
Transient programme,0.6779661016949152,0.9149539766948571,0.7549539766948571,1.074953976694857
Transient programme,0.6949152542372882,0.7680108622643417,0.6080108622643416,0.9280108622643417
Transient programme,0.711864406779661,0.6344881072619687,0.47448810726196866,0.7944881072619687
Transient programme,0.7288135593220338,0.5159024854569969,0.3559024854569969,0.6759024854569969
Transient programme,0.7457627118644068,0.4128571064938175,0.25285710649381754,0.5728571064938175
Transient programme,0.7627118644067796,0.3251770741748169,0.1651770741748169,0.4851770741748169
Transient programme,0.7796610169491526,0.2520740180342477,0.09207401803424772,0.4120740180342477
Transient programme,0.7966101694915254,0.19231991540581764,0.032319915405817634,0.35231991540581764
Transient programme,0.8135593220338984,0.1444137165349739,-0.015586283465026107,0.3044137165349739
Transient programme,0.8305084745762712,0.10672855774226507,-0.05327144225773493,0.26672855774226506
Transient programme,0.847457627118644,0.0776320128739617,-0.08236798712603831,0.23763201287396168
Transient programme,0.864406779661017,0.05557622746193734,-0.10442377253806266,0.21557622746193733
Transient programme,0.8813559322033898,0.039158431717965736,-0.12084156828203427,0.19915843171796574
Transient programme,0.8983050847457628,0.027154982498497023,-0.132845017501503,0.18715498249849702
Transient programme,0.9152542372881356,0.01853368487971248,-0.1414663151202875,0.1785336848797125
Transient programme,0.9322033898305084,0.012449790183865163,-0.14755020981613484,0.17244979018386516
Transient programme,0.9491525423728814,0.008230956383869855,-0.15176904361613014,0.16823095638386987
Transient programme,0.9661016949152542,0.005355827473245717,-0.15464417252675428,0.16535582747324573
Transient programme,0.9830508474576272,0.0034299743104749115,-0.1565700256895251,0.1634299743104749
Transient programme,1.0,0.0021619376572435357,-0.15783806234275646,0.16216193765724354
Late programme,0.0,0.004203310318863576,-0.1557966896811364,0.1642033103188636
Late programme,0.01694915254237288,0.00497829109252236,-0.15502170890747766,0.16497829109252235
Late programme,0.03389830508474576,0.00589585678177813,-0.15410414321822188,0.16589585678177812
Late programme,0.05084745762711865,0.006982119640111784,-0.15301788035988823,0.16698211964011178
Late programme,0.06779661016949153,0.00826792523605729,-0.1517320747639427,0.1682679252360573
Late programme,0.0847457627118644,0.009789690857940467,-0.15021030914205954,0.16978969085794046
Late programme,0.1016949152542373,0.011590384529890748,-0.14840961547010925,0.17159038452989075
Late programme,0.11864406779661017,0.013720665008027894,-0.1462793349919721,0.1737206650080279
Late programme,0.13559322033898305,0.01624020472202354,-0.14375979527797647,0.17624020472202354
Late programme,0.15254237288135594,0.01921921870565853,-0.14078078129434146,0.17921921870565855
Late programme,0.1694915254237288,0.0227402227360807,-0.1372597772639193,0.1827402227360807
Late programme,0.1864406779661017,0.02690004262775335,-0.13309995737224667,0.18690004262775334
Late programme,0.2033898305084746,0.03181209314087794,-0.12818790685912207,0.19181209314087794
Late programme,0.22033898305084745,0.03760893822537506,-0.12239106177462494,0.19760893822537506
Late programme,0.23728813559322035,0.04444513294393622,-0.11555486705606378,0.20444513294393624
Late programme,0.2542372881355932,0.05250032959984487,-0.10749967040015514,0.21250032959984488
Late programme,0.2711864406779661,0.06198260406793147,-0.09801739593206854,0.22198260406793147
Late programme,0.288135593220339,0.07313192034338505,-0.08686807965661496,0.23313192034338504
Late programme,0.3050847457627119,0.08622359873873225,-0.07377640126126775,0.24622359873873226
Late programme,0.3220338983050847,0.10157158267283155,-0.058428417327168455,0.26157158267283154
Late programme,0.3389830508474576,0.11953120765466661,-0.04046879234533339,0.2795312076546666
Late programme,0.3559322033898305,0.1405010621725949,-0.01949893782740511,0.30050106217259487
Late programme,0.3728813559322034,0.16492339478516208,0.004923394785162072,0.3249233947851621
Late programme,0.3898305084745763,0.19328237070216261,0.03328237070216261,0.3532823707021626
Late programme,0.4067796610169492,0.2260993283057596,0.0660993283057596,0.3860993283057596
Late programme,0.423728813559322,0.26392405647296274,0.10392405647296274,0.4239240564729627
Late programme,0.4406779661016949,0.3073210469998669,0.1473210469998669,0.4673210469998669
Late programme,0.4576271186440678,0.35684972920549246,0.19684972920549246,0.5168497292054924
Late programme,0.4745762711864407,0.41303793665504324,0.25303793665504326,0.5730379366550432
Late programme,0.4915254237288136,0.47634836474146847,0.31634836474146844,0.6363483647414685
Late programme,0.5084745762711864,0.5471386135877412,0.38713861358774115,0.7071386135877412
Late programme,0.5254237288135594,0.6256165872748339,0.4656165872748339,0.785616587274834
Late programme,0.5423728813559322,0.7117944634259472,0.5517944634259472,0.8717944634259472
Late programme,0.559322033898305,0.8054459559089358,0.6454459559089357,0.9654459559089358
Late programme,0.576271186440678,0.906072827106227,0.746072827106227,1.066072827106227
Late programme,0.5932203389830508,1.0128871223704188,0.8528871223704187,1.1728871223704187
Late programme,0.6101694915254238,1.1248149626537638,0.9648149626537638,1.2848149626537637
Late programme,0.6271186440677966,1.240525683818189,1.0805256838181891,1.400525683818189
Late programme,0.6440677966101694,1.3584867496766337,1.1984867496766338,1.5184867496766337
Late programme,0.6610169491525424,1.4770407375058354,1.3170407375058355,1.6370407375058353
Late programme,0.6779661016949152,1.5944967241550299,1.43449672415503,1.7544967241550298
Late programme,0.6949152542372882,1.7092256283853542,1.5492256283853543,1.869225628385354
Late programme,0.711864406779661,1.8197482805152627,1.6597482805152628,1.9797482805152626
Late programme,0.7288135593220338,1.924806425275526,1.764806425275526,2.084806425275526
Late programme,0.7457627118644068,2.0234100972452054,1.8634100972452055,2.1834100972452055
Late programme,0.7627118644067796,2.11485893685187,1.9548589368518703,2.2748589368518704
Late programme,0.7796610169491526,2.1987389965843387,2.0387389965843385,2.358738996584339
Late programme,0.7966101694915254,2.274899590945034,2.1148995909450337,2.434899590945034
Late programme,0.8135593220338984,2.343416358939851,2.183416358939851,2.5034163589398513
Late programme,0.8305084745762712,2.4045469598534406,2.2445469598534404,2.5645469598534407
Late programme,0.847457627118644,2.458685042732919,2.298685042732919,2.618685042732919
Late programme,0.864406779661017,2.5063167705276843,2.346316770527684,2.6663167705276845
Late programme,0.8813559322033898,2.5479826612316363,2.387982661231636,2.7079826612316364
Late programme,0.8983050847457628,2.58424613055229,2.42424613055229,2.7442461305522903
Late programme,0.9152542372881356,2.6156690433775505,2.4556690433775503,2.7756690433775506
Late programme,0.9322033898305084,2.642793848011215,2.482793848011215,2.8027938480112153
Late programme,0.9491525423728814,2.666131445725312,2.5061314457253117,2.826131445725312
Late programme,0.9661016949152542,2.686153770352376,2.526153770352376,2.8461537703523763
Late programme,0.9830508474576272,2.7032900425378625,2.5432900425378624,2.8632900425378627
Late programme,1.0,2.717925753896202,2.557925753896202,2.877925753896202
