rank,running_score,hit,rank_metric
99,0.38321122691156817,0,0.2839195979899496
100,0.3771506208509621,0,0.2613065326633164
101,0.3710900147903561,0,0.23869346733668317
102,0.36502940872975004,0,0.21608040201004997
103,0.358968802669144,0,0.1934673366834172
104,0.35290819660853795,0,0.170854271356784
105,0.3468475905479319,0,0.14824120603015079
106,0.34078698448732586,0,0.12562814070351758
107,0.3347263784267198,0,0.10301507537688437
108,0.3286657723661138,0,0.08040201005025116
109,0.32260516630550773,0,0.05778894472361795
110,0.3165445602449017,0,0.035175879396984744
111,0.31048395418429564,0,0.012562814070351536
112,0.3044233481236896,0,-0.010050251256281673
113,0.29836274206308355,0,-0.03266331658291488
114,0.2923021360024775,0,-0.055276381909547645
115,0.28624152994187146,0,-0.07788944723618085
116,0.2801809238812654,0,-0.10050251256281406
117,0.28270904275444675,1,-0.12311557788944727
118,0.2766484366938407,0,-0.14572864321608048
119,0.27058783063323466,0,-0.16834170854271369
120,0.2645272245726286,0,-0.1909547738693469
121,0.2584666185120226,0,-0.2135678391959801
122,0.25240601245141653,0,-0.2361809045226133
123,0.24634540639081046,0,-0.2587939698492465
124,0.24028480033020438,0,-0.2814070351758793
125,0.2342241942695983,0,-0.3040201005025125
126,0.22816358820899224,0,-0.3266331658291457
127,0.22210298214838617,0,-0.3492462311557789
128,0.22973893303064807,1,-0.3718592964824121
129,0.223678326970042,0,-0.3944723618090453
130,0.21761772090943593,0,-0.41708542713567853
131,0.21155711484882986,0,-0.43969849246231174
132,0.2054965087882238,0,-0.46231155778894495
133,0.19943590272761771,0,-0.48492462311557816
134,0.19337529666701164,0,-0.5075376884422114
135,0.18731469060640557,0,-0.5301507537688441
136,0.1812540845457995,0,-0.5527638190954773
137,0.19306917070821825,1,-0.5753768844221105
138,0.18700856464761217,0,-0.5979899497487438
139,0.1809479585870061,0,-0.620603015075377
140,0.17488735252640003,0,-0.6432160804020102
141,0.16882674646579396,0,-0.6658291457286434
142,0.1627661404051879,0,-0.6884422110552766
143,0.15670553434458181,0,-0.7110552763819098
144,0.15064492828397574,0,-0.733668341708543
145,0.14458432222336967,0,-0.7562814070351758
146,0.1385237161627636,0,-0.778894472361809
147,0.13246311010215753,0,-0.8015075376884422
148,0.12640250404155146,0,-0.8241206030150754
149,0.1203418979809454,0,-0.8467336683417086
150,0.11428129192033934,0,-0.8693467336683418
151,0.10822068585973328,0,-0.891959798994975
152,0.10216007979912722,0,-0.9145728643216082
153,0.09609947373852117,0,-0.9371859296482414
154,0.11580848209679173,1,-0.9597989949748746
155,0.10974787603618567,0,-0.9824120603015079
156,0.10368726997557962,0,-1.0050251256281406
157,0.09762666391497356,0,-1.0276381909547738
158,0.0915660578543675,0,-1.050251256281407
159,0.08550545179376144,0,-1.0728643216080402
160,0.07944484573315538,0,-1.0954773869346734
161,0.07338423967254933,0,-1.1180904522613067
162,0.06732363361194327,0,-1.1407035175879399
163,0.06126302755133721,0,-1.163316582914573
164,0.05520242149073115,0,-1.1859296482412063
165,0.049141815430125094,0,-1.2085427135678395
166,0.043081209369519036,0,-1.2311557788944727
167,0.03702060330891298,0,-1.2537688442211055
168,0.030959997248306916,0,-1.2763819095477387
169,0.05763423107350556,1,-1.2989949748743719
170,0.0515736250128995,0,-1.321608040201005
171,0.04551301895229344,0,-1.3442211055276383
172,0.03945241289168738,0,-1.3668341708542715
173,0.033391806831081325,0,-1.3894472361809047
174,0.027331200770475263,0,-1.412060301507538
175,0.021270594709869202,0,-1.4346733668341711
176,0.01520998864926314,0,-1.4572864321608043
177,0.009149382588657079,0,-1.4798994974874375
178,0.0030887765280510184,0,-1.5025125628140703
179,-0.002971829532555042,0,-1.525125628140704
180,-0.009032435593161102,0,-1.5477386934673367
181,-0.015093041653767163,0,-1.5703517587939704
182,-0.021153647714373225,0,-1.5929648241206031
183,-0.027214253774979286,0,-1.615577889447236
184,-0.03327485983558535,0,-1.6381909547738696
185,-0.039335465896191406,0,-1.6608040201005023
186,-0.045396071956797464,0,-1.683417085427136
187,-0.010363567571285134,1,-1.7060301507537687
188,-0.016424173631891196,0,-1.7286432160804024
189,0.01953702748254488,1,-1.7512562814070352
190,0.01347642142193882,0,-1.7738693467336688
191,0.007415815361332759,0,-1.7964824120603016
192,0.0013552093007266983,0,-1.8190954773869352
193,-0.004705396759879362,0,-1.841708542713568
194,-0.010766002820485423,0,-1.8643216080402008
195,-0.016826608881091484,0,-1.8869346733668344
196,-0.022887214941697546,0,-1.9095477386934672
197,-0.028947821002303607,0,-1.9321608040201008
198,-0.035008427062909665,0,-1.9547738693467336
199,-0.04106903312351572,0,-1.9773869346733672
200,9.43689570931383e-16,1,-2.0
