id,group,value
r1_52,Day 2,1.8491561892082755
r1_53,Day 2,1.267264827050919
r1_54,Day 2,1.538534719536932
r1_55,Day 2,1.350431183225849
r1_56,Day 2,1.8361402556424973
r1_57,Day 2,1.8612242623559225
r1_58,Day 2,1.7614355855937172
r1_59,Day 2,1.5652734211607886
r1_60,Day 2,2.0692693784412954
r1_61,Day 2,1.4621167302296316
r1_62,Day 2,1.3672629585394493
r1_63,Day 2,1.0799447593810048
r1_64,Day 2,1.2764825544988947
r1_65,Day 2,1.0253632113724271
r1_66,Day 2,1.9690602812193259
r1_67,Day 2,1.9941667516369284
r1_68,Day 2,1.1003031466926678
r1_69,Day 2,1.2737200933811885
r2_0,Day 3,2.552714847004597
r2_1,Day 3,1.5023877574723112
r2_2,Day 3,2.248766460715657
r2_3,Day 3,3.816316890823952
r2_4,Day 3,2.363195191694013
r2_5,Day 3,2.208972931437317
r2_6,Day 3,2.192599935133964
r2_7,Day 3,2.412642334983229
r2_8,Day 3,1.504398981235985
r2_9,Day 3,2.1505365712168354
r2_10,Day 3,2.2079450527983866
r2_11,Day 3,2.0855502469479354
r2_12,Day 3,1.776941779838793
r2_13,Day 3,2.209173875641184
r2_14,Day 3,2.481727616540432
r2_15,Day 3,2.3586351757758313
r2_16,Day 3,2.115965427605935
r2_17,Day 3,2.0013044252253036
r2_18,Day 3,2.6831669686222366
r2_19,Day 3,1.4901935473146386
r2_20,Day 3,1.960426837539029
r2_21,Day 3,2.131150657024357
r2_22,Day 3,2.025612300782439
r2_23,Day 3,1.6319880262705768
r2_24,Day 3,2.656031194174825
r2_25,Day 3,1.1486643956236389
r2_26,Day 3,2.1371501906118593
r2_27,Day 3,1.6682031788237883
r2_28,Day 3,1.407355835445347
r2_29,Day 3,2.8985777358376223
r2_30,Day 3,2.0006227792825726
r2_31,Day 3,1.7591103784614581
r2_32,Day 3,2.2017589243268243
r2_33,Day 3,2.3203986345077863
r2_34,Day 3,2.190973996368613
r2_35,Day 3,2.9194278016145283
r2_36,Day 3,2.692641395711833
r2_37,Day 3,2.662896449019624
r2_38,Day 3,2.115281792968055
r2_39,Day 3,2.0488540664404438
r2_40,Day 3,1.98217034187553
r2_41,Day 3,2.1897396501381556
r2_42,Day 3,2.405303423167487
r2_43,Day 3,2.3569482261666734
r2_44,Day 3,2.260818116546196
r2_45,Day 3,1.5230104081326106
r2_46,Day 3,1.768136647681921
r2_47,Day 3,1.7786161463564831
r2_48,Day 3,2.3346667885078665
r2_49,Day 3,2.347621479910461
r2_50,Day 3,2.6709681392355478
r2_51,Day 3,1.857854076270315
r2_52,Day 3,1.136329319223556
r2_53,Day 3,2.563216496372476
r2_54,Day 3,2.075722830670522
r2_55,Day 3,2.3478739556662895
r2_56,Day 3,2.3304706281342082
r2_57,Day 3,2.183876085724378
r2_58,Day 3,2.720138330273076
r2_59,Day 3,2.312434868173057
r2_60,Day 3,2.0193361224384074
r2_61,Day 3,1.2717899761666835
r2_62,Day 3,2.3325596317270754
r2_63,Day 3,1.8569275103657952
r2_64,Day 3,1.9349113906504105
r2_65,Day 3,2.169539585052638
r2_66,Day 3,2.3342353727072287
r2_67,Day 3,2.643028780715321
r2_68,Day 3,1.8382376905456894
r2_69,Day 3,1.8028047334225452
r3_0,Day 4,1.8299297478526306
r3_1,Day 4,1.4387949805802411
r3_2,Day 4,3.0080188362992963
r3_3,Day 4,3.316209378474829
r3_4,Day 4,3.788449195647884
r3_5,Day 4,1.5095314404391784
r3_6,Day 4,2.3619668431482634
r3_7,Day 4,2.9762687865159183
r3_8,Day 4,2.5660311952321315
r3_9,Day 4,1.5681631042382338
r3_10,Day 4,2.4746823502606627
r3_11,Day 4,2.8710559108444937
r3_12,Day 4,3.4305799758088913
r3_13,Day 4,4.236133457958143
r3_14,Day 4,2.922125501239994
r3_15,Day 4,3.258987925214859
r3_16,Day 4,2.4804514295304227
r3_17,Day 4,2.1674652393720684
r3_18,Day 4,2.4997596243268414
r3_19,Day 4,3.0549727595979754
r3_20,Day 4,2.6823155140456634
r3_21,Day 4,2.790179379574794
r3_22,Day 4,2.635895353613681
r3_23,Day 4,3.15250153511962
r3_24,Day 4,1.6088259271711909
r3_25,Day 4,2.677697770742578
r3_26,Day 4,2.3207592773585666
r3_27,Day 4,2.795061520059424
r3_28,Day 4,2.1438355303109233
r3_29,Day 4,3.108189354821766
r3_30,Day 4,2.805944418095175
r3_31,Day 4,3.0341073457480805
r3_32,Day 4,2.4603440139756922
r3_33,Day 4,2.3481008166678894
r3_34,Day 4,2.8774131101243063
r3_35,Day 4,2.1390882947491328
r3_36,Day 4,3.8811272718474985
r3_37,Day 4,2.77302305707039
r3_38,Day 4,2.641535825809157
r3_39,Day 4,2.3233574129033863
r3_40,Day 4,1.7141816425920142
r3_41,Day 4,2.5887122975981134
r3_42,Day 4,2.08903136619352
r3_43,Day 4,1.9781446599942984
r3_44,Day 4,2.679500077103429
r3_45,Day 4,2.185133026988707
r3_46,Day 4,2.541395791901855
r3_47,Day 4,2.3133505117955764
r3_48,Day 4,3.640022951137659
r3_49,Day 4,2.4053750109649625
r3_50,Day 4,2.3222701847260647
r3_51,Day 4,2.1966974587561285
r3_52,Day 4,1.6346438027773391
r3_53,Day 4,2.867795990661616
r3_54,Day 4,2.7399883685990187
r3_55,Day 4,1.3103095659860318
r3_56,Day 4,2.4442726920480196
r3_57,Day 4,3.3466610808836528
r3_58,Day 4,2.7504251067803733
r3_59,Day 4,2.0039934762667935
r3_60,Day 4,2.1964587845251518
r3_61,Day 4,2.8856574772597936
r3_62,Day 4,3.186010656285492
r3_63,Day 4,2.7130574695276053
r3_64,Day 4,2.7960339259897258
r3_65,Day 4,2.5368839013787485
r3_66,Day 4,2.6653191626987818
r3_67,Day 4,1.8753856621122829
r3_68,Day 4,2.0940957478501447
r3_69,Day 4,2.969504717852287
r4_0,Day 5,3.901388023822215
r4_1,Day 5,2.404941215367649
r4_2,Day 5,2.8985260203765724
r4_3,Day 5,1.9718519272161525
r4_4,Day 5,3.035946851637884
r4_5,Day 5,2.213289920656373
r4_6,Day 5,2.7375997139631343
r4_7,Day 5,3.4310516121835692
r4_8,Day 5,4.196674373519121
r4_9,Day 5,2.586425493416672
r4_10,Day 5,2.1819331329760656
r4_11,Day 5,2.968371154437906
r4_12,Day 5,2.670537784296802
r4_13,Day 5,2.727450492317413
r4_14,Day 5,3.1361584952363155
r4_15,Day 5,2.791147306396449
r4_16,Day 5,3.8934836740772614
r4_17,Day 5,2.4295537219939893
r4_18,Day 5,2.9356075154619337
r4_19,Day 5,2.092305356297926
r4_20,Day 5,2.632317020059086
r4_21,Day 5,3.5299747122427565
r4_22,Day 5,4.471225444473643
r4_23,Day 5,3.454941241845371
r4_24,Day 5,2.142238509314218
r4_25,Day 5,2.6837761024083617
r4_26,Day 5,4.247213803939678
r4_27,Day 5,3.308145040218545
r4_28,Day 5,3.39473651016044
r4_29,Day 5,3.7166636087092755
r4_30,Day 5,2.6792551189978226
r4_31,Day 5,2.6257569496967457
r4_32,Day 5,3.588376995785368
r4_33,Day 5,4.267765557083753
r4_34,Day 5,3.024386857035245
r4_35,Day 5,3.232768008026194
r4_36,Day 5,2.9195622547099016
r4_37,Day 5,3.731348300551648
r4_38,Day 5,2.5044659275712813
r4_39,Day 5,3.497121850404556
r4_40,Day 5,3.469524385515565
r4_41,Day 5,2.2446129262536125
r4_42,Day 5,4.431795658538837
r4_43,Day 5,3.7585970287946298
r4_44,Day 5,2.3072863007938444
r4_45,Day 5,3.289988304122745
r4_46,Day 5,2.244025136615801
r4_47,Day 5,3.501520579739757
r4_48,Day 5,2.518203845771742
r4_49,Day 5,3.1317160176201257
r4_50,Day 5,2.8347887311226807
r4_51,Day 5,2.845860520956058
r4_52,Day 5,2.5741011946927204
r4_53,Day 5,1.8157688766177984
r4_54,Day 5,3.9950714920181065
r4_55,Day 5,2.691406311716863
r4_56,Day 5,2.5555136013087436
r4_57,Day 5,3.980390429575798
r4_58,Day 5,3.155539417720468
r4_59,Day 5,2.517269257153101
r4_60,Day 5,3.1969073936087984
r4_61,Day 5,2.846411942808366
r4_62,Day 5,3.2548762253937418
r4_63,Day 5,2.1099491483690946
r4_64,Day 5,3.275174090778233
r4_65,Day 5,3.77944236615037
r4_66,Day 5,2.8527966291106175
r4_67,Day 5,2.7664973559633745
r4_68,Day 5,2.5271695596627937
r4_69,Day 5,2.792690949626881
r5_0,Day 6,3.522207670808996
r5_1,Day 6,3.645107932167528
r5_2,Day 6,3.544544325430228
r5_3,Day 6,2.9849387490285757
r5_4,Day 6,4.497864857435657
r5_5,Day 6,3.172029515133265
r5_6,Day 6,3.2628962404452135
r5_7,Day 6,3.118642869832079
r5_8,Day 6,3.1031017985584612
r5_9,Day 6,2.9512651937750682
r5_10,Day 6,4.427897677024523
r5_11,Day 6,3.3278115799029138
r5_12,Day 6,4.05861980911401
r5_13,Day 6,3.8201387913236236
r5_14,Day 6,2.7609605937060335
r5_15,Day 6,4.461039291783771
r5_16,Day 6,3.5783129030086402
r5_17,Day 6,4.0936763716918785
r5_18,Day 6,2.475987814378569
r5_19,Day 6,3.409156022353555
r5_20,Day 6,3.038338764553945
r5_21,Day 6,3.9952178351775123
r5_22,Day 6,2.8647442491081416
r5_23,Day 6,3.0749556484853886
r5_24,Day 6,3.5446082411648048
r5_25,Day 6,4.075516951967157
r5_26,Day 6,4.554068859816241
r5_27,Day 6,2.9484862698659993
r5_28,Day 6,3.347939296100423
r5_29,Day 6,3.4825263019803683
r5_30,Day 6,2.8872333199703024
r5_31,Day 6,2.8955414749482404
r5_32,Day 6,3.420539586937911
r5_33,Day 6,2.662194108332483
r5_34,Day 6,2.535731313898315
r5_35,Day 6,3.126456347346181
r5_36,Day 6,4.236086308614317
r5_37,Day 6,3.1646236790676046
r5_38,Day 6,3.528829183152676
r5_39,Day 6,3.7758951461543293
r5_40,Day 6,2.7900849165920376
r5_41,Day 6,2.8422312033430663
r5_42,Day 6,2.6824482951764486
r5_43,Day 6,3.5370467004162123
r5_44,Day 6,2.9889620278608495
r5_45,Day 6,5.100677523811489
r5_46,Day 6,4.820682292433104
r5_47,Day 6,3.970604868477603
r5_48,Day 6,2.2527138725036577
r5_49,Day 6,2.782988729469153
r5_50,Day 6,2.8916608583081653
r5_51,Day 6,2.6331407865673553
r5_52,Day 6,2.56300816696349
r5_53,Day 6,3.103583553264177
r5_54,Day 6,2.7955571234278698
r5_55,Day 6,4.064301559955084
r5_56,Day 6,3.3080818732098036
r5_57,Day 6,2.9557990892402937
r5_58,Day 6,4.043749964269189
r5_59,Day 6,2.319918400008292
r5_60,Day 6,2.658249725882
r5_61,Day 6,3.8142232376963436
r5_62,Day 6,3.677646307299297
r5_63,Day 6,3.333908622084058
r5_64,Day 6,2.9569033702350067
r5_65,Day 6,2.4944876823390914
r5_66,Day 6,2.995739140905645
r5_67,Day 6,2.5234120289696467
r5_68,Day 6,3.1014188945730137
r5_69,Day 6,2.963480978029673
r6_0,Day 7,2.878933775468718
r6_1,Day 7,4.679479540444271
r6_2,Day 7,2.7953470756961813
r6_3,Day 7,4.466301474786775
r6_4,Day 7,5.1624069977299865
r6_5,Day 7,4.347284500217958
r6_6,Day 7,3.8676985585941566
r6_7,Day 7,4.606437238580432
r6_8,Day 7,3.8259377900851064
r6_9,Day 7,3.9503069794035928
r6_10,Day 7,5.341150329164133
r6_11,Day 7,4.232415009611633
r6_12,Day 7,4.165631963503152
r6_13,Day 7,3.763984697178954
r6_14,Day 7,2.7518805601332152
r6_15,Day 7,4.278141656123643
r6_16,Day 7,3.7316496010628604
r6_17,Day 7,4.446919674306057
r6_18,Day 7,5.167347871664243
r6_19,Day 7,4.417464740622165
r6_20,Day 7,3.789489426018201
r6_21,Day 7,3.5791057090814236
r6_22,Day 7,4.53753546383548
r6_23,Day 7,3.415509781014527
r6_24,Day 7,4.373467146552684
r6_25,Day 7,4.358699987590978
r6_26,Day 7,4.409591182314029
r6_27,Day 7,5.294388062322499
r6_28,Day 7,3.83677312450515
r6_29,Day 7,3.414903301686083
r6_30,Day 7,4.370285643270766
r6_31,Day 7,2.778103709315655
r6_32,Day 7,3.772261952232158
r6_33,Day 7,4.492393564144583
r6_34,Day 7,4.20039204545335
r6_35,Day 7,3.1119284393724795
r6_36,Day 7,3.069202023290347
r6_37,Day 7,3.4794408803839274
r6_38,Day 7,4.569900044331755
r6_39,Day 7,2.981186942138521
r6_40,Day 7,4.261203007816943
r6_41,Day 7,3.4818017286595557
r6_42,Day 7,4.878811642111886
r6_43,Day 7,3.0270488897267445
r6_44,Day 7,3.3179379461356695
r6_45,Day 7,4.283560721532002
r6_46,Day 7,4.8537169882733044
r6_47,Day 7,5.4229574305639225
r6_48,Day 7,3.000002174926083
r6_49,Day 7,3.853731930559041
r6_50,Day 7,4.120730058172768
r6_51,Day 7,4.535226971275954
r6_52,Day 7,4.196095691982501
r6_53,Day 7,4.731033090169846
r6_54,Day 7,3.7217680735706082
r6_55,Day 7,2.1068473663434464
r6_56,Day 7,4.057268262048116
r6_57,Day 7,5.592503697999447
r6_58,Day 7,4.637972248334886
r6_59,Day 7,3.6927630513318808
r6_60,Day 7,4.257516462901826
r6_61,Day 7,3.8762217279681543
r6_62,Day 7,3.256480875293253
r6_63,Day 7,3.913642458765394
r6_64,Day 7,3.47890672057122
r6_65,Day 7,4.645262820766881
r6_66,Day 7,3.1453892911996495
r6_67,Day 7,5.287565184642244
r6_68,Day 7,4.249008673198888
r6_69,Day 7,4.2373219160472395
